,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club,Player▲,Sh▼
514,Përparim Hetemaj,fi FIN,MF,30.0,27.8,3,35.0,9.0,25.7,1.3,0.34,0.09,0.33,20.8,0.0,0,0,2.6,2.6,0.08,0.4,0.4,Matches,Chievo,,
515,Nenad Tomović,rs SRB,DF,29.0,25.6,0,13.0,2.0,15.4,0.51,0.08,0.0,0.0,8.5,0.0,0,0,2.1,2.1,0.16,-2.1,-2.1,Matches,Chievo,,
516,Massimo Gobbi,it ITA,DF,36.0,24.0,0,6.0,0.0,0.0,0.26,0.0,0.0,,22.6,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Chievo,,
517,Lucas Castro,ar ARG,MF,28.0,22.1,3,41.0,16.0,39.0,1.86,0.73,0.07,0.19,15.9,0.0,0,0,3.4,3.4,0.09,-0.4,-0.4,Matches,Chievo,,
518,Alessandro Gamberini,it ITA,DF,35.0,21.0,0,4.0,1.0,25.0,0.2,0.05,0.0,0.0,5.8,0.0,0,0,0.7,0.7,0.17,-0.7,-0.7,Matches,Chievo,,
519,Dario Dainelli,it ITA,DF,38.0,18.3,0,3.0,1.0,33.3,0.18,0.06,0.0,0.0,5.8,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches,Chievo,,
520,Mattia Bani,it ITA,DF,23.0,17.0,0,3.0,0.0,0.0,0.21,0.0,0.0,,5.4,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,Chievo,,
521,Manuel Pucciarelli,it ITA,FW,26.0,16.7,2,23.0,8.0,34.8,1.5,0.52,0.09,0.25,17.0,0.0,0,0,1.7,1.7,0.07,0.3,0.3,Matches,Chievo,,
522,Samuel Bastien,be BEL,"MF,FW",20.0,15.8,1,15.0,5.0,33.3,1.0,0.33,0.07,0.2,21.9,0.0,0,0,0.7,0.7,0.05,0.3,0.3,Matches,Chievo,,
523,Fabio Depaoli,it ITA,"MF,DF",20.0,14.6,0,6.0,3.0,50.0,0.45,0.23,0.0,0.0,16.9,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,Chievo,,
524,Nicola Rigoni,it ITA,MF,26.0,11.4,0,12.0,1.0,8.3,1.16,0.1,0.0,0.0,21.0,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,Chievo,,
525,Paweł Jaroszyński,pl POL,"DF,MF",22.0,10.1,0,1.0,0.0,0.0,0.11,0.0,0.0,,25.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Chievo,,
526,Emanuele Giaccherini,it ITA,"MF,FW",32.0,10.0,3,7.0,4.0,57.1,0.7,0.4,0.43,0.75,19.5,2.0,0,0,0.5,0.5,0.08,2.5,2.5,Matches,Chievo,,
527,Riccardo Meggiorini,it ITA,FW,31.0,8.7,0,11.0,4.0,36.4,1.26,0.46,0.0,0.0,15.6,0.0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches,Chievo,,
528,Mariusz Stępiński,pl POL,FW,22.0,8.7,5,18.0,7.0,38.9,2.27,0.88,0.28,0.71,15.0,0.0,0,0,2.2,2.2,0.12,2.8,2.8,Matches,Chievo,,
529,Sergio Pellissier,it ITA,FW,38.0,7.6,2,10.0,1.0,10.0,1.61,0.16,0.1,1.0,7.9,0.0,0,0,2.1,2.1,0.21,-1.1,-1.1,Matches,Chievo,,
530,Boštjan Cesar,si SVN,DF,35.0,6.1,0,1.0,0.0,0.0,0.16,0.0,0.0,,6.0,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches,Chievo,,
531,Luca Garritano,it ITA,"MF,FW",23.0,3.7,0,4.0,2.0,50.0,1.9,0.95,0.0,0.0,17.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Chievo,,
532,Andrea Seculin,it ITA,GK,27.0,1.3,0,,,,,,,,,,0,0,,,,,,Matches,Chievo,,
533,Gianluca Gaudino,de GER,MF,20.0,1.1,0,1.0,0.0,0.0,5.0,0.0,0.0,,22.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Chievo,,
534,Mehdi Léris,fr FRA,"MF,FW",19.0,0.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Chievo,,
535,Alex Cordaz,it ITA,GK,34.0,39.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crotone,,
536,Federico Ceccherini,it ITA,DF,25.0,36.9,1,19.0,6.0,31.6,0.53,0.17,0.05,0.17,14.6,0.0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches,Crotone,,
537,Rolando Mandragora,it ITA,MF,20.0,36.2,2,38.0,10.0,26.3,1.06,0.28,0.05,0.2,25.7,1.0,0,0,2.2,2.2,0.06,-0.2,-0.2,Matches,Crotone,,
538,Andrea Barberis,it ITA,MF,23.0,34.7,2,23.0,8.0,34.8,0.68,0.24,0.09,0.25,22.0,8.0,0,0,1.5,1.5,0.07,0.5,0.5,Matches,Crotone,,
539,Bruno Martella,it ITA,DF,24.0,31.0,1,23.0,5.0,21.7,0.79,0.17,0.04,0.2,28.1,0.0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,Crotone,,
540,Adrian Stoian,ro ROU,"MF,FW",26.0,25.4,2,21.0,7.0,33.3,0.89,0.3,0.1,0.29,21.5,0.0,0,0,2.0,1.5,0.07,0.0,0.5,Matches,Crotone,,
541,Marcello Trotta,it ITA,FW,24.0,25.4,8,62.0,23.0,37.1,2.47,0.92,0.08,0.22,18.4,0.0,2,3,7.9,5.7,0.09,-0.9,-0.7,Matches,Crotone,,
542,Mario Sampirisi,it ITA,DF,24.0,24.4,0,3.0,0.0,0.0,0.12,0.0,0.0,,15.9,0.0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches,Crotone,,
543,Davide Faraoni,it ITA,DF,25.0,21.4,2,11.0,4.0,36.4,0.56,0.21,0.18,0.5,18.2,0.0,0,0,1.0,1.0,0.09,1.0,1.0,Matches,Crotone,,
544,Ante Budimir,hr CRO,FW,26.0,19.4,7,32.0,18.0,56.3,1.81,1.02,0.19,0.33,10.3,0.0,0,0,5.8,5.8,0.18,0.2,0.2,Matches,Crotone,,
545,Marcus Rohdén,se SWE,MF,26.0,19.2,2,22.0,7.0,31.8,1.21,0.39,0.09,0.29,21.3,0.0,0,0,1.2,1.2,0.05,0.8,0.8,Matches,Crotone,,
546,Andrea Nalini,it ITA,"FW,MF",27.0,18.2,0,20.0,9.0,45.0,1.1,0.49,0.0,0.0,19.2,0.0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches,Crotone,,
547,Marco Capuano,it ITA,DF,25.0,15.6,0,2.0,1.0,50.0,0.13,0.06,0.0,0.0,8.0,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,Crotone,,
548,Arlind Ajeti,al ALB,"DF,MF",23.0,15.1,0,8.0,0.0,0.0,0.57,0.0,0.0,,19.8,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,Crotone,,
549,Simeon Nwankwo,ng NGA,FW,25.0,13.7,7,32.0,12.0,37.5,2.36,0.89,0.22,0.58,13.7,0.0,0,0,3.9,3.9,0.12,3.1,3.1,Matches,Crotone,,
550,Federico Ricci,it ITA,"FW,MF",23.0,10.2,1,25.0,9.0,36.0,2.44,0.88,0.04,0.11,18.6,0.0,0,0,2.3,2.3,0.09,-1.3,-1.3,Matches,Crotone,,
551,Ahmad Benali,ly LBY,MF,25.0,9.0,1,5.0,3.0,60.0,0.55,0.33,0.2,0.33,10.9,0.0,0,0,1.1,1.1,0.23,-0.1,-0.1,Matches,Crotone,,
552,Daniel Pavlović,ba BIH,"DF,MF",29.0,8.4,0,4.0,1.0,25.0,0.47,0.12,0.0,0.0,28.9,2.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Crotone,,
553,Stefan Simić,cz CZE,DF,22.0,7.2,0,2.0,1.0,50.0,0.32,0.16,0.0,0.0,8.7,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,Matches,Crotone,,
554,Leandro Cabrera,uy URU,DF,26.0,6.1,0,2.0,0.0,0.0,0.49,0.0,0.0,,12.9,0.0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches,Crotone,,
555,Aleksandar Tonev,bg BUL,"FW,MF",27.0,5.7,0,10.0,3.0,30.0,2.24,0.67,0.0,0.0,27.5,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,Crotone,,
556,Giovanni Crociata,it ITA,"FW,MF",19.0,4.0,1,9.0,3.0,33.3,2.79,0.93,0.11,0.33,17.6,0.0,0,0,1.3,1.3,0.15,-0.3,-0.3,Matches,Crotone,,
557,Mariano Julio Izco,ar ARG,MF,34.0,2.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crotone,,
558,Marco Tumminello,it ITA,FW,18.0,2.3,3,8.0,6.0,75.0,3.55,2.66,0.38,0.5,17.6,0.0,0,0,0.9,0.9,0.12,2.1,2.1,Matches,Crotone,,
559,Aristóteles Romero,ve VEN,MF,21.0,2.0,0,1.0,0.0,0.0,1.05,0.0,0.0,,12.2,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,Crotone,,
560,Oliver Kragl,de GER,MF,27.0,1.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crotone,,
561,Marco Festa,it ITA,GK,25.0,1.0,0,,,,,,,,,,0,0,,,,,,Matches,Crotone,,
562,Ćazim Suljić,ba BIH,FW,20.0,1.0,0,,,,,,,,,,0,0,,,,,,Matches,Crotone,,
563,Noë Dussenne,be BEL,DF,25.0,0.9,0,1.0,0.0,0.0,1.07,0.0,0.0,,7.1,0.0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,Crotone,,
564,Niccolò Zanellato,it ITA,MF,19.0,0.8,0,2.0,0.0,0.0,2.4,0.0,0.0,,22.3,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Crotone,,
565,Moussa Diaby,fr FRA,MF,18.0,0.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crotone,,
566,Andros Townsend,eng ENG,"FW,MF",26.0,36.5,2,68.0,17.0,25.0,1.86,0.47,0.03,0.12,22.6,2.0,0,0,3.2,3.2,0.05,-1.2,-1.2,Matches,Crystal Palace,,
567,Luka Milivojević,rs SRB,MF,26.0,35.2,10,34.0,9.0,26.5,0.97,0.26,0.12,0.44,24.0,9.0,6,7,7.3,2.0,0.06,2.7,2.0,Matches,Crystal Palace,,
568,James McArthur,sco SCO,"MF,FW",29.0,29.0,7,34.0,13.0,38.2,1.17,0.45,0.21,0.54,11.6,0.0,0,0,4.7,4.7,0.15,0.3,0.3,Matches,Crystal Palace,,
569,Wayne Hennessey,wal WAL,GK,30.0,29.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace,,
570,James Tomkins,eng ENG,DF,28.0,28.5,3,22.0,8.0,36.4,0.77,0.28,0.14,0.38,11.2,0.0,0,0,2.0,2.0,0.1,1.0,1.0,Matches,Crystal Palace,,
571,Yohan Cabaye,fr FRA,MF,31.0,28.5,0,45.0,12.0,26.7,1.58,0.42,0.0,0.0,24.7,4.0,0,0,2.3,2.3,0.06,-2.3,-2.3,Matches,Crystal Palace,,
572,Wilfried Zaha,ci CIV,FW,24.0,28.3,9,65.0,24.0,36.9,2.3,0.85,0.12,0.33,14.5,0.0,1,1,9.7,8.9,0.14,-0.7,-0.9,Matches,Crystal Palace,,
573,Patrick van Aanholt,nl NED,DF,26.0,27.8,5,37.0,14.0,37.8,1.33,0.5,0.14,0.36,22.7,4.0,0,0,3.1,3.1,0.09,1.9,1.9,Matches,Crystal Palace,,
574,Christian Benteke,be BEL,FW,26.0,24.9,3,57.0,17.0,29.8,2.29,0.68,0.04,0.12,11.3,0.0,1,2,9.2,7.7,0.14,-6.2,-5.7,Matches,Crystal Palace,,
575,Ruben Loftus-Cheek,eng ENG,"MF,FW",21.0,21.8,2,33.0,8.0,24.2,1.51,0.37,0.06,0.25,15.8,0.0,0,0,3.3,3.3,0.1,-1.3,-1.3,Matches,Crystal Palace,,
576,Jeffrey Schlupp,gh GHA,"DF,MF",24.0,21.0,0,17.0,3.0,17.6,0.81,0.14,0.0,0.0,15.8,0.0,0,0,1.6,1.6,0.1,-1.6,-1.6,Matches,Crystal Palace,,
577,Timothy Fosu-Mensah,nl NED,DF,19.0,20.2,0,8.0,0.0,0.0,0.4,0.0,0.0,,26.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Crystal Palace,,
578,Joel Ward,eng ENG,DF,27.0,18.9,0,6.0,2.0,33.3,0.32,0.11,0.0,0.0,16.4,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,Crystal Palace,,
579,Mamadou Sakho,fr FRA,DF,27.0,18.5,1,3.0,1.0,33.3,0.16,0.05,0.33,1.0,4.0,0.0,0,0,1.5,1.5,0.5,-0.5,-0.5,Matches,Crystal Palace,,
580,Martin Kelly,eng ENG,DF,27.0,17.3,0,6.0,2.0,33.3,0.35,0.12,0.0,0.0,11.1,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,Crystal Palace,,
581,Scott Dann,eng ENG,DF,30.0,16.4,1,20.0,4.0,20.0,1.22,0.24,0.05,0.25,9.4,0.0,0,0,2.0,2.0,0.1,-1.0,-1.0,Matches,Crystal Palace,,
582,Julián Speroni,ar ARG,GK,38.0,13.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace,,
583,Jason Puncheon,eng ENG,"MF,FW",31.0,9.2,0,11.0,2.0,18.2,1.2,0.22,0.0,0.0,19.8,1.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,Crystal Palace,,
584,Bakary Sako,ml MLI,"FW,MF",29.0,8.3,6,27.0,12.0,44.4,3.25,1.44,0.22,0.5,15.2,0.0,0,0,1.8,1.8,0.12,1.2,1.2,Matches,Crystal Palace,,
585,Jaïro Riedewald,nl NED,"MF,DF",20.0,7.8,0,2.0,1.0,50.0,0.26,0.13,0.0,0.0,17.7,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,Crystal Palace,,
586,Aaron Wan-Bissaka,eng ENG,DF,19.0,7.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace,,
587,Alexander Sørloth,no NOR,FW,21.0,4.0,0,8.0,3.0,37.5,2.0,0.75,0.0,0.0,15.1,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,Crystal Palace,,
588,Lee Chung-yong,kr KOR,FW,29.0,3.3,0,2.0,0.0,0.0,0.61,0.0,0.0,,12.5,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Crystal Palace,,
589,Damien Delaney,ie IRL,DF,36.0,2.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace,,
590,Sullay Kaikai,eng ENG,MF,21.0,2.2,0,7.0,3.0,42.9,3.21,1.38,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace,,
591,Pape Souaré,sn SEN,DF,27.0,1.8,0,1.0,0.0,0.0,0.57,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace,,
592,Jason Lokilo,be BEL,FW,18.0,1.0,0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,,,0,0,,,,,,Matches,Crystal Palace,,
593,Freddie Ladapo,eng ENG,FW,24.0,0.6,0,2.0,1.0,50.0,3.53,1.76,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace,,
594,Levi Lumeka,eng ENG,FW,18.0,0.4,0,1.0,0.0,0.0,2.65,0.0,0.0,,9.0,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,Crystal Palace,,
595,Roman Bürki,ch SUI,GK,26.0,47.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund,,
596,Sokratis Papastathopoulos,gr GRE,DF,29.0,39.7,3,22.0,5.0,22.7,0.57,0.13,0.14,0.6,18.2,0.0,0,0,0.8,0.8,0.06,1.2,1.2,Matches,Dortmund,,
597,Christian Pulisic,us USA,FW,18.0,33.6,5,44.0,17.0,38.6,1.35,0.52,0.09,0.24,14.2,0.0,0,0,5.2,5.2,0.14,-1.2,-1.2,Matches,Dortmund,,
598,Łukasz Piszczek,pl POL,DF,32.0,31.1,0,22.0,6.0,27.3,0.74,0.2,0.0,0.0,15.9,0.0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,Dortmund,,
599,Ömer Toprak,tr TUR,DF,28.0,30.2,0,16.0,3.0,18.8,0.53,0.1,0.0,0.0,11.5,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,Dortmund,,
600,Julian Weigl,de GER,MF,21.0,28.1,1,7.0,1.0,14.3,0.25,0.04,0.14,1.0,24.8,0.0,0,0,0.1,0.1,0.03,0.9,0.9,Matches,Dortmund,,
601,Mario Götze,de GER,MF,25.0,24.4,2,30.0,8.0,26.7,1.23,0.33,0.07,0.25,17.7,0.0,0,0,1.6,1.6,0.07,0.4,0.4,Matches,Dortmund,,
602,Pierre-Emerick Aubameyang,ga GAB,FW,28.0,24.1,21,87.0,39.0,44.8,3.83,1.72,0.18,0.41,11.7,0.0,4,5,15.1,12.1,0.23,-2.1,-2.1,Matches,Dortmund,,
603,Marcel Schmelzer,de GER,DF,29.0,23.8,1,13.0,6.0,46.2,0.55,0.25,0.08,0.17,20.5,1.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,Dortmund,,
604,Mahmoud Dahoud,de GER,MF,21.0,20.5,0,41.0,9.0,22.0,2.05,0.45,0.0,0.0,21.7,0.0,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches,Dortmund,,
605,Gonzalo Castro,de GER,MF,30.0,20.4,1,14.0,4.0,28.6,0.73,0.21,0.07,0.25,19.4,1.0,0,0,1.6,1.6,0.16,-1.6,-1.6,Matches,Dortmund,,
606,Nuri Şahin,tr TUR,MF,28.0,20.1,2,33.0,9.0,27.3,1.76,0.48,0.06,0.22,20.3,1.0,0,0,2.0,2.0,0.08,0.0,0.0,Matches,Dortmund,,
607,Shinji Kagawa,jp JPN,MF,28.0,19.8,6,38.0,12.0,31.6,1.92,0.61,0.16,0.5,12.7,0.0,0,0,4.3,4.3,0.18,0.7,0.7,Matches,Dortmund,,
608,André Schürrle,de GER,FW,26.0,19.0,3,54.0,17.0,31.5,2.84,0.89,0.06,0.18,16.3,0.0,0,1,4.6,3.8,0.11,-3.6,-2.8,Matches,Dortmund,,
609,Jeremy Toljan,de GER,DF,22.0,18.9,1,11.0,2.0,18.2,0.58,0.11,0.09,0.5,25.3,0.0,0,0,0.3,0.3,0.04,0.7,0.7,Matches,Dortmund,,
610,Maximilian Philipp,de GER,"FW,MF",23.0,18.4,9,56.0,18.0,32.1,3.11,1.0,0.16,0.5,15.3,0.0,0,0,5.0,4.9,0.11,4.0,4.1,Matches,Dortmund,,
611,Andriy Yarmolenko,ua UKR,"FW,MF",27.0,17.7,6,45.0,18.0,40.0,2.54,1.02,0.11,0.28,14.5,0.0,1,1,5.3,5.3,0.18,-2.3,-2.3,Matches,Dortmund,,
612,Marc Bartra,es ESP,DF,26.0,16.6,4,14.0,6.0,42.9,0.92,0.39,0.29,0.67,22.2,0.0,0,0,0.4,0.4,0.06,1.6,1.6,Matches,Dortmund,,
613,Michy Batshuayi,be BEL,FW,23.0,13.0,9,40.0,19.0,47.5,3.08,1.46,0.23,0.47,11.3,0.0,0,0,5.9,5.9,0.21,1.1,1.1,Matches,Dortmund,,
614,Marco Reus,de GER,"MF,FW",28.0,12.9,7,34.0,14.0,41.2,2.64,1.09,0.21,0.5,16.5,1.0,0,1,5.0,4.2,0.14,2.0,2.8,Matches,Dortmund,,
615,Dan-Axel Zagadou,fr FRA,DF,18.0,11.1,1,9.0,3.0,33.3,0.88,0.29,0.11,0.33,11.8,0.0,0,0,0.7,0.7,0.08,0.3,0.3,Matches,Dortmund,,
616,Raphaël Guerreiro,pt POR,"DF,MF",23.0,10.1,2,11.0,6.0,54.5,1.09,0.59,0.18,0.33,17.5,0.0,0,0,1.0,1.0,0.11,0.0,0.0,Matches,Dortmund,,
617,Manuel Akanji,ch SUI,DF,22.0,10.0,0,5.0,2.0,40.0,0.5,0.2,0.0,0.0,20.7,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Dortmund,,
618,Jadon Sancho,eng ENG,FW,17.0,7.7,1,10.0,4.0,40.0,1.3,0.52,0.1,0.25,11.8,0.0,0,0,2.2,2.2,0.22,-1.2,-1.2,Matches,Dortmund,,
619,Neven Subotić,rs SRB,DF,28.0,4.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund,,
620,Alexander Isak,se SWE,"FW,MF",17.0,3.1,1,11.0,3.0,27.3,3.55,0.97,0.09,0.33,10.3,0.0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches,Dortmund,,
621,Ousmane Dembélé,fr FRA,FW,20.0,1.3,0,,,,,,,,,,0,0,,,,,,Matches,Dortmund,,
622,Roman Weidenfeller,de GER,GK,36.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund,,
623,Jan-Niklas Beste,de GER,DF,18.0,1.0,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Dortmund,,
624,Sebastian Rode,de GER,MF,26.0,0.8,0,,,,,,,,,,0,0,,,,,,Matches,Dortmund,,
625,Felix Passlack,de GER,DF,19.0,0.7,0,1.0,0.0,0.0,4.74,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund,,
626,Sergio Gómez,es ESP,MF,16.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund,,
627,Jacob Bruun Larsen,dk DEN,DF,18.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund,,
628,Marko Dmitrović,rs SRB,GK,25.0,37.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,eibar,,
629,Dani García,es ESP,MF,27.0,30.8,0,21.0,3.0,14.3,0.68,0.1,0.0,0.0,25.8,0.0,0,0,0.5,0.5,0.02,-0.5,-0.5,Matches,eibar,,
630,Takashi Inui,jp JPN,"MF,FW",29.0,29.3,5,66.0,22.0,33.3,2.27,0.76,0.08,0.23,18.9,0.0,0,0,4.7,4.7,0.07,0.3,0.3,Matches,eibar,,
631,Joan Jordán,es ESP,MF,23.0,28.6,6,39.0,16.0,41.0,1.44,0.59,0.13,0.31,19.6,3.0,1,2,4.3,2.8,0.07,1.7,2.2,Matches,eibar,,
632,Kike,es ESP,FW,27.0,28.3,8,72.0,29.0,40.3,2.64,1.06,0.11,0.28,12.1,0.0,0,0,10.0,10.0,0.14,-2.0,-2.0,Matches,eibar,,
633,José Ángel,es ESP,DF,27.0,27.9,0,17.0,0.0,0.0,0.63,0.0,0.0,,26.7,5.0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,eibar,,
634,Anaitz Arbilla,es ESP,DF,30.0,27.3,2,17.0,4.0,23.5,0.63,0.15,0.12,0.5,22.5,7.0,0,0,0.8,0.8,0.05,1.2,1.2,Matches,eibar,,
635,Ander Capa,es ESP,DF,25.0,25.9,0,6.0,1.0,16.7,0.24,0.04,0.0,0.0,20.6,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,eibar,,
636,Paulo Oliveira,pt POR,DF,25.0,25.6,0,15.0,3.0,20.0,0.61,0.12,0.0,0.0,10.4,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,eibar,,
637,Rubén Peña,es ESP,"DF,FW",26.0,21.3,1,13.0,2.0,15.4,0.68,0.1,0.08,0.5,20.4,0.0,0,0,0.6,0.6,0.05,0.4,0.4,Matches,eibar,,
638,Charles,br BRA,FW,33.0,18.5,8,49.0,15.0,30.6,2.79,0.86,0.16,0.53,12.7,0.0,0,0,5.9,5.9,0.12,2.1,2.1,Matches,eibar,,
639,Gonzalo Escalante,ar ARG,MF,24.0,17.5,1,23.0,6.0,26.1,1.32,0.34,0.04,0.17,18.1,0.0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches,eibar,,
640,Sergi Enrich,es ESP,FW,27.0,15.9,4,33.0,11.0,33.3,2.23,0.74,0.06,0.18,14.5,0.0,1,1,4.1,3.4,0.1,-1.1,-1.4,Matches,eibar,,
641,Iván Ramis,es ESP,DF,32.0,14.5,3,15.0,8.0,53.3,1.04,0.55,0.2,0.38,12.2,0.0,0,0,0.9,0.9,0.06,2.1,2.1,Matches,eibar,,
642,Fabián Orellana,cl CHI,"MF,FW",31.0,13.1,3,28.0,5.0,17.9,2.14,0.38,0.11,0.6,18.3,1.0,0,0,2.5,2.5,0.09,0.5,0.5,Matches,eibar,,
643,David Lombán,es ESP,DF,30.0,13.1,1,5.0,1.0,20.0,0.45,0.09,0.2,1.0,11.0,0.0,0,0,0.2,0.2,0.04,0.8,0.8,Matches,eibar,,
644,Iván Alejo,es ESP,"FW,MF",22.0,12.5,1,13.0,3.0,23.1,1.04,0.24,0.08,0.33,20.9,0.0,0,0,0.5,0.5,0.04,0.5,0.5,Matches,eibar,,
645,David Juncà,es ESP,DF,23.0,11.0,0,3.0,0.0,0.0,0.3,0.0,0.0,,31.2,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,eibar,,
646,Papakouli Diop,sn SEN,MF,31.0,10.4,0,14.0,1.0,7.1,1.34,0.1,0.0,0.0,15.3,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,eibar,,
647,Pedro León,es ESP,"FW,MF",30.0,10.3,0,26.0,8.0,30.8,2.52,0.77,0.0,0.0,24.1,4.0,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches,eibar,,
648,Bebé,pt POR,"MF,FW",27.0,6.0,0,8.0,1.0,12.5,1.97,0.25,0.0,0.0,25.5,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,eibar,,
649,Álex Gálvez,es ESP,DF,28.0,5.7,1,3.0,1.0,33.3,0.75,0.25,0.33,1.0,11.1,0.0,0,0,0.2,0.2,0.05,0.8,0.8,Matches,eibar,,
650,Cristian Rivera,es ESP,MF,20.0,3.7,0,2.0,0.0,0.0,0.73,0.0,0.0,,20.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,eibar,,
651,Imanol Sarriegi,es ESP,"MF,FW",22.0,2.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,eibar,,
652,Asier Riesgo,es ESP,GK,33.0,2.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,eibar,,
653,Yoel,es ESP,GK,28.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,eibar,,
