,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,club
1975,Grégoire Defrel,mq MTQ,"FW,MF",27.0,27.9,36.0,26.0,9.0,17.0,10.0,14.0,33.0,42.4,19.0,705.0,165.0,23.4,93.0,296.0,316.0,20.0,1.0,0.0,19.0,1.0,37,8.0,0.0,Matches,Sampadoria
1976,Bartosz Bereszyński,pl POL,DF,26.0,25.2,56.0,25.0,35.0,19.0,2.0,22.0,60.0,36.7,38.0,315.0,93.0,29.5,175.0,103.0,37.0,61.0,5.0,0.0,56.0,16.0,72,48.0,0.0,Matches,Sampadoria
1977,Omar Colley,gm GAM,DF,25.0,21.6,24.0,16.0,18.0,5.0,1.0,8.0,12.0,66.7,4.0,93.0,28.0,30.1,62.0,25.0,6.0,29.0,18.0,0.0,11.0,13.0,37,116.0,2.0,Matches,Sampadoria
1978,Jacopo Sala,it ITA,DF,26.0,20.2,38.0,23.0,23.0,13.0,2.0,17.0,45.0,37.8,28.0,218.0,59.0,27.1,121.0,72.0,25.0,30.0,2.0,0.0,28.0,12.0,50,47.0,0.0,Matches,Sampadoria
1979,Lorenzo Tonelli,it ITA,DF,28.0,19.7,32.0,17.0,21.0,9.0,2.0,15.0,27.0,55.6,12.0,147.0,47.0,32.0,100.0,39.0,8.0,31.0,20.0,0.0,11.0,15.0,47,85.0,0.0,Matches,Sampadoria
1980,Gastón Ramírez,uy URU,"MF,FW",27.0,19.4,29.0,17.0,10.0,15.0,4.0,6.0,27.0,22.2,21.0,410.0,87.0,21.2,92.0,190.0,128.0,35.0,5.0,0.0,30.0,12.0,41,20.0,1.0,Matches,Sampadoria
1981,Jakub Jankto,cz CZE,MF,22.0,13.3,9.0,5.0,5.0,3.0,1.0,3.0,18.0,16.7,15.0,245.0,63.0,25.7,73.0,106.0,66.0,24.0,2.0,0.0,22.0,6.0,15,14.0,0.0,Matches,Sampadoria
1982,Gianluca Caprari,it ITA,"FW,MF",25.0,12.9,13.0,7.0,4.0,5.0,4.0,3.0,11.0,27.3,8.0,239.0,53.0,22.2,36.0,110.0,93.0,10.0,0.0,0.0,10.0,4.0,17,2.0,0.0,Matches,Sampadoria
1983,Riccardo Saponara,it ITA,"MF,FW",26.0,11.5,7.0,5.0,2.0,2.0,3.0,2.0,11.0,18.2,9.0,188.0,33.0,17.6,19.0,113.0,56.0,7.0,1.0,0.0,6.0,5.0,12,12.0,0.0,Matches,Sampadoria
1984,Édgar Barreto,py PAR,MF,34.0,9.7,20.0,12.0,9.0,5.0,6.0,9.0,32.0,28.1,23.0,145.0,38.0,26.2,37.0,71.0,37.0,19.0,2.0,0.0,17.0,6.0,26,5.0,0.0,Matches,Sampadoria
1985,Manolo Gabbiadini,it ITA,FW,26.0,9.0,3.0,1.0,0.0,1.0,2.0,0.0,10.0,0.0,10.0,244.0,59.0,24.2,15.0,115.0,114.0,8.0,2.0,0.0,6.0,4.0,7,4.0,0.0,Matches,Sampadoria
1986,Ronaldo Vieira,gw GNB,MF,20.0,7.6,22.0,15.0,4.0,14.0,4.0,8.0,16.0,50.0,8.0,136.0,43.0,31.6,41.0,74.0,21.0,13.0,3.0,0.0,10.0,3.0,25,25.0,0.0,Matches,Sampadoria
1987,Alex Ferrari,it ITA,DF,24.0,7.0,16.0,8.0,8.0,7.0,1.0,6.0,11.0,54.5,5.0,55.0,21.0,38.2,33.0,21.0,1.0,10.0,4.0,0.0,6.0,5.0,21,29.0,0.0,Matches,Sampadoria
1988,Rafael Cabral,br BRA,GK,28.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,Sampadoria
1989,Dawid Kownacki,pl POL,FW,21.0,4.1,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,48.0,13.0,27.1,5.0,19.0,24.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,Matches,Sampadoria
1990,Júnior Tavares,br BRA,DF,21.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,3.0,33.3,2.0,21.0,4.0,19.0,7.0,8.0,6.0,1.0,0.0,0.0,1.0,1.0,4,1.0,0.0,Matches,Sampadoria
1991,Marco Sau,it ITA,"MF,FW",30.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,21.0,7.0,33.3,1.0,13.0,7.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,Matches,Sampadoria
1992,Gabriele Rolando,it ITA,MF,23.0,0.2,,,,,,,,,,,,,,,,,,,,,0,,,Matches,Sampadoria
1993,Andrea Consigli,it ITA,GK,31.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3.0,1.0,Matches,Sassuolo
1994,Pol Lirola,es ESP,"DF,MF",20.0,35.3,35.0,24.0,20.0,10.0,5.0,15.0,38.0,39.5,23.0,283.0,77.0,27.2,147.0,86.0,50.0,44.0,6.0,1.0,38.0,23.0,58,78.0,1.0,Matches,Sassuolo
1995,Domenico Berardi,it ITA,"FW,MF",23.0,33.9,41.0,23.0,16.0,13.0,12.0,18.0,72.0,25.0,54.0,697.0,140.0,20.1,157.0,332.0,208.0,39.0,4.0,0.0,35.0,30.0,71,22.0,0.0,Matches,Sassuolo
1996,Gian Marco Ferrari,it ITA,DF,26.0,32.0,38.0,24.0,23.0,12.0,3.0,11.0,21.0,52.4,10.0,187.0,58.0,31.0,120.0,54.0,13.0,52.0,18.0,0.0,34.0,23.0,61,116.0,3.0,Matches,Sassuolo
1997,Rogério,br BRA,"DF,MF",20.0,31.6,58.0,34.0,38.0,13.0,7.0,21.0,48.0,43.8,27.0,454.0,138.0,30.4,249.0,148.0,57.0,67.0,7.0,0.0,60.0,24.0,82,85.0,1.0,Matches,Sassuolo
1998,Stefano Sensi,it ITA,MF,22.0,23.7,40.0,34.0,17.0,19.0,4.0,9.0,35.0,25.7,26.0,371.0,117.0,31.5,125.0,164.0,82.0,40.0,8.0,0.0,32.0,25.0,65,15.0,0.0,Matches,Sassuolo
1999,Francesco Magnanelli,it ITA,MF,33.0,22.7,50.0,35.0,27.0,20.0,3.0,19.0,49.0,38.8,30.0,378.0,103.0,27.2,150.0,185.0,43.0,29.0,6.0,1.0,23.0,20.0,70,35.0,1.0,Matches,Sassuolo
2000,Mehdi Bourabia,ma MAR,MF,26.0,22.6,57.0,37.0,18.0,31.0,8.0,19.0,51.0,37.3,32.0,520.0,143.0,27.5,148.0,246.0,126.0,30.0,4.0,0.0,26.0,26.0,83,37.0,0.0,Matches,Sassuolo
2001,Alfred Duncan,gh GHA,MF,25.0,22.5,31.0,19.0,15.0,13.0,3.0,9.0,38.0,23.7,29.0,358.0,81.0,22.6,107.0,185.0,66.0,20.0,8.0,0.0,12.0,14.0,45,23.0,0.0,Matches,Sassuolo
2002,Manuel Locatelli,it ITA,MF,20.0,22.5,43.0,32.0,21.0,17.0,5.0,13.0,34.0,38.2,21.0,313.0,78.0,24.9,110.0,133.0,70.0,23.0,3.0,0.0,20.0,19.0,62,34.0,1.0,Matches,Sassuolo
2003,Giangiacomo Magnani,it ITA,DF,22.0,19.8,19.0,13.0,15.0,4.0,0.0,4.0,10.0,40.0,6.0,76.0,23.0,30.3,65.0,11.0,0.0,22.0,15.0,1.0,7.0,14.0,33,99.0,1.0,Matches,Sassuolo
2004,Khouma Babacar,sn SEN,FW,25.0,17.1,8.0,8.0,2.0,5.0,1.0,1.0,13.0,7.7,12.0,293.0,58.0,19.8,19.0,128.0,146.0,7.0,3.0,0.0,4.0,6.0,14,23.0,0.0,Matches,Sassuolo
2005,Federico Peluso,it ITA,DF,34.0,16.8,24.0,14.0,17.0,5.0,2.0,9.0,13.0,69.2,4.0,119.0,40.0,33.6,87.0,30.0,2.0,17.0,3.0,0.0,14.0,18.0,42,66.0,1.0,Matches,Sassuolo
2006,Marlon,br BRA,DF,22.0,16.8,32.0,19.0,25.0,6.0,1.0,13.0,25.0,52.0,12.0,147.0,38.0,25.9,87.0,44.0,16.0,31.0,12.0,0.0,19.0,12.0,44,47.0,1.0,Matches,Sassuolo
2007,Jeremie Boga,ci CIV,"FW,MF",21.0,16.6,12.0,10.0,6.0,5.0,1.0,4.0,12.0,33.3,8.0,303.0,88.0,29.0,74.0,135.0,94.0,16.0,1.0,0.0,15.0,7.0,19,2.0,0.0,Matches,Sassuolo
2008,Filip Đuričić,rs SRB,"FW,MF",26.0,15.4,17.0,12.0,4.0,10.0,3.0,6.0,20.0,30.0,14.0,298.0,73.0,24.5,58.0,150.0,90.0,23.0,1.0,0.0,22.0,9.0,26,4.0,0.0,Matches,Sassuolo
2009,Merih Demiral,tr TUR,DF,20.0,14.0,37.0,22.0,31.0,5.0,1.0,4.0,10.0,40.0,6.0,131.0,42.0,32.1,93.0,32.0,6.0,21.0,14.0,2.0,7.0,16.0,53,85.0,1.0,Matches,Sassuolo
2010,Federico Di Francesco,it ITA,"FW,MF",24.0,12.9,13.0,7.0,5.0,5.0,3.0,3.0,15.0,20.0,12.0,207.0,54.0,26.1,63.0,88.0,56.0,18.0,2.0,0.0,16.0,2.0,15,1.0,0.0,Matches,Sassuolo
2011,Kevin-Prince Boateng,gh GHA,FW,31.0,11.9,6.0,4.0,0.0,3.0,3.0,1.0,5.0,20.0,4.0,133.0,28.0,21.1,7.0,68.0,58.0,8.0,3.0,1.0,5.0,2.0,8,9.0,0.0,Matches,Sassuolo
2012,Alessandro Matri,it ITA,FW,33.0,7.6,2.0,1.0,0.0,0.0,2.0,1.0,3.0,33.3,2.0,84.0,17.0,20.2,6.0,36.0,42.0,3.0,1.0,0.0,2.0,4.0,6,5.0,0.0,Matches,Sassuolo
2013,Gianluca Pegolo,it ITA,GK,37.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,Sassuolo
2014,Claud Adjapong,it ITA,"MF,DF",20.0,3.0,7.0,3.0,3.0,2.0,2.0,1.0,2.0,50.0,1.0,47.0,13.0,27.7,24.0,14.0,9.0,3.0,1.0,0.0,2.0,3.0,10,3.0,0.0,Matches,Sassuolo
2015,Mauricio Lemos,uy URU,DF,22.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,19.0,8.0,42.1,10.0,8.0,1.0,5.0,1.0,0.0,4.0,0.0,2,8.0,0.0,Matches,Sassuolo
2016,Enrico Brignola,it ITA,FW,19.0,2.9,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,51.0,11.0,21.6,17.0,23.0,11.0,2.0,0.0,0.0,2.0,1.0,4,2.0,0.0,Matches,Sassuolo
2017,Cristian Dell'Orco,it ITA,DF,24.0,2.3,2.0,1.0,2.0,0.0,0.0,2.0,5.0,40.0,3.0,27.0,6.0,22.2,12.0,8.0,7.0,1.0,0.0,0.0,1.0,1.0,3,5.0,0.0,Matches,Sassuolo
2018,Marcello Trotta,it ITA,FW,25.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,Sassuolo
2019,Jens Odgaard,dk DEN,FW,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,1.0,16.7,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,Matches,Sassuolo
2020,Leonardo Sernicola,it ITA,FW,21.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,Sassuolo
2021,Giacomo Raspadori,it ITA,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,Sassuolo
2022,Salif Sané,sn SEN,DF,27.0,39.4,53.0,28.0,33.0,20.0,0.0,17.0,48.0,35.4,31.0,315.0,102.0,32.4,211.0,95.0,9.0,66.0,34.0,0.0,32.0,57.0,101,205.0,0.0,Matches,Schalke04
2023,Daniel Caligiuri,it ITA,"DF,MF",30.0,39.0,120.0,81.0,63.0,41.0,16.0,49.0,144.0,34.0,95.0,707.0,212.0,30.0,342.0,271.0,94.0,99.0,13.0,0.0,86.0,51.0,167,74.0,0.0,Matches,Schalke04
2024,Matija Nastasić,rs SRB,DF,25.0,36.5,53.0,37.0,40.0,12.0,1.0,22.0,43.0,51.2,21.0,234.0,86.0,36.8,146.0,86.0,2.0,60.0,23.0,0.0,37.0,29.0,80,159.0,0.0,Matches,Schalke04
2025,Suat Serdar,de GER,MF,21.0,26.8,75.0,50.0,28.0,38.0,9.0,14.0,63.0,22.2,49.0,558.0,150.0,26.9,167.0,308.0,83.0,45.0,6.0,0.0,39.0,24.0,98,10.0,0.0,Matches,Schalke04
2026,Nabil Bentaleb,dz ALG,MF,23.0,26.5,47.0,38.0,17.0,26.0,4.0,8.0,34.0,23.5,26.0,394.0,100.0,25.4,104.0,240.0,50.0,31.0,8.0,0.0,23.0,34.0,78,27.0,0.0,Matches,Schalke04
2027,Weston McKennie,us USA,"MF,FW",19.0,25.9,30.0,22.0,9.0,14.0,7.0,8.0,42.0,19.0,34.0,516.0,119.0,23.1,162.0,245.0,109.0,48.0,10.0,0.0,38.0,38.0,67,55.0,1.0,Matches,Schalke04
2028,Benjamin Stambouli,fr FRA,DF,27.0,25.4,82.0,58.0,40.0,41.0,1.0,28.0,56.0,50.0,28.0,352.0,126.0,35.8,163.0,167.0,22.0,51.0,10.0,0.0,41.0,30.0,110,99.0,1.0,Matches,Schalke04
2029,Bastian Oczipka,de GER,DF,29.0,24.8,46.0,22.0,25.0,16.0,5.0,20.0,30.0,66.7,10.0,284.0,82.0,28.9,132.0,118.0,34.0,32.0,3.0,0.0,29.0,22.0,65,39.0,0.0,Matches,Schalke04
2030,Ralf Fährmann,de GER,GK,29.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,1.0,Matches,Schalke04
2031,Mark Uth,de GER,"MF,FW",26.0,23.4,30.0,25.0,10.0,12.0,8.0,4.0,35.0,11.4,31.0,568.0,129.0,22.7,81.0,288.0,199.0,22.0,2.0,0.0,20.0,23.0,48,14.0,0.0,Matches,Schalke04
2032,Guido Burgstaller,at AUT,FW,29.0,22.4,13.0,9.0,2.0,5.0,6.0,1.0,9.0,11.1,8.0,418.0,92.0,22.0,21.0,214.0,183.0,16.0,3.0,0.0,13.0,1.0,14,10.0,0.0,Matches,Schalke04
2033,Alexander Nübel,de GER,GK,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,Matches,Schalke04
2034,Breel Embolo,ch SUI,FW,21.0,20.8,29.0,23.0,7.0,16.0,6.0,3.0,16.0,18.8,13.0,348.0,90.0,25.9,31.0,176.0,141.0,14.0,1.0,0.0,13.0,6.0,35,4.0,0.0,Matches,Schalke04
2035,Sebastian Rudy,de GER,MF,28.0,20.6,53.0,39.0,22.0,25.0,6.0,15.0,53.0,28.3,38.0,343.0,87.0,25.4,97.0,198.0,48.0,25.0,2.0,0.0,23.0,22.0,71,19.0,0.0,Matches,Schalke04
2036,Amine Harit,ma MAR,"MF,FW",21.0,15.9,15.0,10.0,5.0,7.0,3.0,5.0,26.0,19.2,21.0,227.0,52.0,22.9,44.0,127.0,56.0,14.0,2.0,0.0,12.0,16.0,27,2.0,0.0,Matches,Schalke04
2037,Alessandro Schöpf,at AUT,"MF,DF",24.0,15.6,36.0,23.0,15.0,20.0,1.0,12.0,39.0,30.8,27.0,283.0,59.0,20.8,79.0,151.0,53.0,26.0,0.0,0.0,26.0,25.0,58,11.0,0.0,Matches,Schalke04
2038,Omar Mascarell,es ESP,MF,25.0,14.8,28.0,17.0,9.0,17.0,2.0,10.0,37.0,27.0,27.0,249.0,79.0,31.7,102.0,130.0,17.0,27.0,5.0,0.0,22.0,20.0,46,21.0,0.0,Matches,Schalke04
2039,Yevhen Konoplyanka,ua UKR,"FW,MF",28.0,13.5,6.0,3.0,4.0,2.0,0.0,1.0,11.0,9.1,10.0,176.0,33.0,18.8,44.0,103.0,29.0,14.0,0.0,0.0,14.0,3.0,9,7.0,0.0,Matches,Schalke04
2040,Naldo,br BRA,DF,35.0,12.8,12.0,9.0,7.0,5.0,0.0,4.0,12.0,33.3,8.0,50.0,17.0,34.0,38.0,11.0,1.0,25.0,9.0,0.0,16.0,22.0,29,41.0,0.0,Matches,Schalke04
2041,Hamza Mendyl,ma MAR,"FW,DF",20.0,11.1,25.0,18.0,10.0,12.0,3.0,6.0,24.0,25.0,18.0,209.0,47.0,22.5,86.0,95.0,28.0,21.0,3.0,0.0,18.0,20.0,44,17.0,0.0,Matches,Schalke04
2042,Jeffrey Bruma,nl NED,DF,26.0,9.9,12.0,6.0,8.0,4.0,0.0,4.0,11.0,36.4,7.0,82.0,20.0,24.4,61.0,19.0,2.0,17.0,5.0,0.0,12.0,2.0,14,48.0,0.0,Matches,Schalke04
2043,Steven Skrzybski,de GER,"FW,MF",25.0,8.4,10.0,9.0,1.0,6.0,3.0,0.0,21.0,0.0,21.0,292.0,69.0,23.6,41.0,132.0,119.0,13.0,0.0,0.0,13.0,5.0,15,4.0,0.0,Matches,Schalke04
2044,Ahmed Kutucu,tr TUR,FW,18.0,5.9,5.0,3.0,2.0,2.0,1.0,3.0,5.0,60.0,2.0,132.0,27.0,20.5,12.0,81.0,39.0,1.0,0.0,0.0,1.0,0.0,5,0.0,0.0,Matches,Schalke04
2045,Nassim Boujellab,ma MAR,MF,19.0,4.9,9.0,6.0,2.0,6.0,1.0,1.0,7.0,14.3,6.0,135.0,29.0,21.5,23.0,89.0,23.0,8.0,0.0,0.0,8.0,3.0,11,4.0,0.0,Matches,Schalke04
2046,Franco Di Santo,ar ARG,FW,29.0,3.7,4.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,50.0,15.0,30.0,5.0,27.0,18.0,2.0,1.0,0.0,1.0,0.0,4,5.0,0.0,Matches,Schalke04
2047,Baba Rahman,gh GHA,MF,24.0,3.6,9.0,8.0,4.0,4.0,1.0,3.0,5.0,60.0,2.0,49.0,13.0,26.5,15.0,23.0,11.0,8.0,0.0,0.0,8.0,5.0,11,5.0,1.0,Matches,Schalke04
2048,Cedric Teuchert,de GER,FW,21.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,70.0,27.0,38.6,3.0,32.0,35.0,1.0,0.0,0.0,1.0,3.0,3,2.0,0.0,Matches,Schalke04
2049,Rabbi Matondo,wal WAL,MF,17.0,2.6,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,74.0,9.0,12.2,16.0,29.0,29.0,1.0,0.0,0.0,1.0,0.0,2,0.0,0.0,Matches,Schalke04
2050,Haji Wright,us USA,FW,20.0,2.2,3.0,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,42.0,9.0,21.4,4.0,17.0,21.0,5.0,1.0,0.0,4.0,0.0,3,1.0,0.0,Matches,Schalke04
2051,Jonas Carls,de GER,DF,21.0,1.0,4.0,1.0,3.0,0.0,1.0,3.0,4.0,75.0,1.0,17.0,5.0,29.4,11.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,6,0.0,0.0,Matches,Schalke04
2052,George Timotheou,au AUS,DF,21.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,12.0,4.0,33.3,7.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,3,1.0,0.0,Matches,Schalke04
2053,Benjamin Goller,de GER,MF,19.0,0.6,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,2.0,22.2,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,Matches,Schalke04
2054,Sascha Riether,de GER,DF,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,Schalke04
2055,Nathan Redmond,eng ENG,"FW,MF",24.0,40.9,43.0,32.0,18.0,13.0,12.0,12.0,43.0,27.9,31.0,1018.0,244.0,24.0,240.0,457.0,321.0,57.0,4.0,0.0,53.0,23.0,64,11.0,0.0,Matches,Southampton
2056,Pierre Højbjerg,dk DEN,MF,22.0,33.3,80.0,64.0,27.0,46.0,7.0,18.0,75.0,24.0,57.0,754.0,214.0,28.4,249.0,400.0,105.0,60.0,7.0,0.0,53.0,58.0,138,30.0,1.0,Matches,Southampton
2057,Jan Bednarek,pl POL,DF,22.0,26.2,43.0,28.0,25.0,16.0,2.0,18.0,36.0,50.0,18.0,266.0,70.0,26.3,172.0,88.0,6.0,57.0,25.0,2.0,32.0,52.0,95,172.0,0.0,Matches,Southampton
2058,Jannik Vestergaard,dk DEN,DF,25.0,26.2,55.0,34.0,35.0,18.0,2.0,25.0,51.0,49.0,26.0,236.0,75.0,31.8,155.0,70.0,11.0,45.0,21.0,0.0,24.0,30.0,82,165.0,4.0,Matches,Southampton
2059,Oriol Romeu,es ESP,MF,26.0,25.8,86.0,63.0,38.0,44.0,4.0,33.0,83.0,39.8,50.0,549.0,141.0,25.7,244.0,249.0,56.0,60.0,15.0,0.0,45.0,20.0,105,50.0,0.0,Matches,Southampton
2060,Alex McCarthy,eng ENG,GK,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,Matches,Southampton
2061,James Ward-Prowse,eng ENG,"MF,DF",23.0,24.9,43.0,24.0,25.0,14.0,4.0,20.0,61.0,32.8,41.0,615.0,164.0,26.7,207.0,276.0,132.0,34.0,7.0,1.0,27.0,21.0,63,40.0,1.0,Matches,Southampton
2062,Jack Stephens,eng ENG,DF,24.0,24.9,24.0,19.0,20.0,3.0,1.0,9.0,28.0,32.1,19.0,159.0,57.0,35.8,113.0,38.0,8.0,31.0,16.0,0.0,15.0,31.0,51,121.0,0.0,Matches,Southampton
2063,Ryan Bertrand,eng ENG,DF,28.0,24.0,36.0,19.0,19.0,14.0,3.0,10.0,31.0,32.3,21.0,307.0,92.0,30.0,140.0,106.0,61.0,36.0,5.0,0.0,31.0,26.0,62,46.0,0.0,Matches,Southampton
2064,Cédric Soares,pt POR,DF,26.0,20.9,28.0,17.0,17.0,8.0,3.0,9.0,24.0,37.5,15.0,297.0,54.0,18.2,174.0,96.0,27.0,36.0,7.0,0.0,29.0,18.0,45,41.0,1.0,Matches,Southampton
2065,Mario Lemina,ga GAB,MF,24.0,20.6,51.0,40.0,27.0,20.0,4.0,12.0,29.0,41.4,17.0,326.0,90.0,27.6,111.0,165.0,50.0,25.0,4.0,1.0,21.0,28.0,79,23.0,0.0,Matches,Southampton
2066,Maya Yoshida,jp JPN,DF,29.0,20.5,19.0,10.0,10.0,8.0,1.0,5.0,18.0,27.8,13.0,125.0,40.0,32.0,79.0,45.0,1.0,45.0,23.0,0.0,22.0,30.0,49,111.0,2.0,Matches,Southampton
2067,Yan Valery,fr FRA,"DF,MF",19.0,20.4,50.0,27.0,28.0,14.0,8.0,17.0,33.0,51.5,16.0,474.0,114.0,24.1,243.0,156.0,75.0,51.0,3.0,0.0,48.0,13.0,63,48.0,1.0,Matches,Southampton
2068,Danny Ings,eng ENG,FW,26.0,19.7,26.0,16.0,8.0,10.0,8.0,5.0,23.0,21.7,18.0,443.0,127.0,28.7,46.0,216.0,181.0,20.0,2.0,0.0,18.0,11.0,37,8.0,1.0,Matches,Southampton
2069,Stuart Armstrong,sco SCO,"MF,FW",26.0,18.6,32.0,20.0,15.0,7.0,10.0,5.0,44.0,11.4,39.0,417.0,110.0,26.4,101.0,214.0,102.0,21.0,0.0,0.0,21.0,13.0,44,8.0,0.0,Matches,Southampton
2070,Angus Gunn,eng ENG,GK,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,Matches,Southampton
2071,Matt Targett,eng ENG,"DF,MF",22.0,17.3,27.0,16.0,15.0,7.0,5.0,13.0,32.0,40.6,19.0,267.0,72.0,27.0,148.0,79.0,40.0,38.0,4.0,0.0,34.0,16.0,42,34.0,0.0,Matches,Southampton
2072,Shane Long,ie IRL,"FW,MF",31.0,15.9,11.0,10.0,4.0,4.0,3.0,1.0,11.0,9.1,10.0,287.0,68.0,23.7,30.0,141.0,116.0,13.0,3.0,0.0,10.0,6.0,17,16.0,0.0,Matches,Southampton
2073,Wesley Hoedt,nl NED,DF,24.0,13.0,26.0,11.0,22.0,4.0,0.0,11.0,23.0,47.8,12.0,76.0,26.0,34.2,60.0,15.0,1.0,23.0,12.0,0.0,11.0,15.0,41,62.0,0.0,Matches,Southampton
2074,Mohamed Elyounoussi,no NOR,"MF,FW",23.0,11.9,18.0,13.0,9.0,6.0,3.0,3.0,14.0,21.4,11.0,256.0,57.0,22.3,89.0,106.0,61.0,13.0,1.0,0.0,12.0,7.0,22,4.0,0.0,Matches,Southampton
2075,Charlie Austin,eng ENG,FW,29.0,11.9,10.0,5.0,3.0,3.0,4.0,5.0,8.0,62.5,3.0,277.0,55.0,19.9,24.0,115.0,138.0,11.0,2.0,0.0,9.0,3.0,13,14.0,0.0,Matches,Southampton
2076,Manolo Gabbiadini,it ITA,"FW,MF",26.0,7.3,5.0,2.0,1.0,4.0,0.0,1.0,4.0,25.0,3.0,79.0,18.0,22.8,16.0,36.0,27.0,6.0,0.0,0.0,6.0,4.0,9,5.0,0.0,Matches,Southampton
2077,Steven Davis,nir NIR,MF,33.0,3.2,3.0,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,6.0,1.0,16.7,1.0,5.0,0.0,4.0,0.0,0.0,4.0,1.0,4,4.0,0.0,Matches,Southampton
2078,Callum Slattery,eng ENG,MF,19.0,2.6,4.0,3.0,1.0,3.0,0.0,2.0,6.0,33.3,4.0,74.0,17.0,23.0,27.0,40.0,7.0,5.0,1.0,0.0,4.0,3.0,4,2.0,0.0,Matches,Southampton
2079,Michael Obafemi,ie IRL,FW,18.0,2.5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,35.0,5.0,14.3,2.0,18.0,15.0,2.0,2.0,0.0,0.0,0.0,1,0.0,0.0,Matches,Southampton
2080,Josh Sims,eng ENG,"FW,MF",21.0,2.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,64.0,23.0,35.9,17.0,28.0,19.0,2.0,0.0,0.0,2.0,2.0,3,1.0,0.0,Matches,Southampton
2081,Kayne Ramsey,eng ENG,DF,17.0,2.2,3.0,3.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,14.0,5.0,35.7,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8.0,0.0,Matches,Southampton
