,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches,club
2461,Nenad Tomović,rs SRB,DF,31.0,21.2,933.0,837.0,96.0,41.0,1.0,133.0,16.0,11,0.0,0.0,0.0,0.0,628.0,121.0,184.0,160.0,650.0,49.0,55.0,0.0,788.0,1.0,12.0,6.0,14.0,Matches,SPAL
2462,Mattia Valoti,it ITA,"MF,FW",25.0,18.1,580.0,562.0,18.0,14.0,2.0,109.0,19.0,18,1.0,0.0,1.0,0.0,347.0,119.0,114.0,60.0,440.0,42.0,2.0,6.0,460.0,1.0,9.0,9.0,13.0,Matches,SPAL
2463,Igor,br BRA,DF,21.0,17.1,667.0,594.0,73.0,26.0,1.0,123.0,18.0,9,2.0,0.0,0.0,0.0,458.0,84.0,125.0,528.0,55.0,27.0,45.0,1.0,560.0,3.0,14.0,6.0,17.0,Matches,SPAL
2464,Jasmin Kurtić,si SVN,MF,30.0,17.0,679.0,645.0,34.0,18.0,2.0,144.0,36.0,58,9.0,4.0,5.0,0.0,409.0,116.0,154.0,107.0,499.0,43.0,7.0,5.0,513.0,2.0,26.0,8.0,23.0,Matches,SPAL
2465,Mirko Valdifiori,it ITA,MF,33.0,15.6,901.0,775.0,126.0,55.0,3.0,103.0,41.0,23,55.0,17.0,32.0,0.0,546.0,146.0,209.0,46.0,814.0,31.0,2.0,0.0,741.0,4.0,10.0,6.0,13.0,Matches,SPAL
2466,Bryan Dabo,bf BFA,MF,27.0,13.4,578.0,566.0,12.0,7.0,0.0,113.0,7.0,4,0.0,0.0,0.0,0.0,461.0,73.0,44.0,109.0,440.0,12.0,4.0,5.0,500.0,1.0,5.0,5.0,8.0,Matches,SPAL
2467,Kevin Bonifazi,it ITA,DF,23.0,13.2,671.0,647.0,24.0,19.0,0.0,92.0,11.0,1,0.0,0.0,0.0,0.0,479.0,68.0,124.0,221.0,406.0,25.0,5.0,2.0,575.0,0.0,13.0,6.0,7.0,Matches,SPAL
2468,Federico Di Francesco,it ITA,FW,25.0,12.9,346.0,304.0,42.0,15.0,1.0,88.0,9.0,22,12.0,8.0,0.0,0.0,217.0,49.0,80.0,36.0,283.0,14.0,4.0,3.0,264.0,0.0,6.0,6.0,16.0,Matches,SPAL
2469,Sergio Floccari,it ITA,FW,37.0,12.4,261.0,238.0,23.0,3.0,0.0,67.0,10.0,16,0.0,0.0,0.0,0.0,172.0,41.0,48.0,58.0,171.0,7.0,0.0,5.0,206.0,0.0,4.0,4.0,11.0,Matches,SPAL
2470,Felipe dal Belo,br BRA,DF,35.0,12.1,467.0,426.0,41.0,21.0,1.0,56.0,14.0,4,0.0,0.0,0.0,0.0,287.0,63.0,117.0,388.0,35.0,15.0,20.0,1.0,389.0,4.0,7.0,5.0,12.0,Matches,SPAL
2471,Karlo Letica,hr CRO,GK,22.0,10.0,319.0,189.0,130.0,37.0,0.0,25.0,7.0,0,0.0,0.0,0.0,0.0,138.0,14.0,167.0,28.0,223.0,0.0,0.0,53.0,202.0,2.0,21.0,2.0,0.0,Matches,SPAL
2472,Marco D'Alessandro,it ITA,"MF,DF",28.0,9.7,259.0,250.0,9.0,0.0,0.0,43.0,8.0,23,1.0,0.0,0.0,0.0,174.0,43.0,42.0,33.0,212.0,5.0,8.0,1.0,191.0,0.0,6.0,3.0,17.0,Matches,SPAL
2473,Jacopo Sala,it ITA,DF,27.0,9.5,471.0,399.0,72.0,7.0,0.0,57.0,15.0,20,0.0,0.0,0.0,0.0,280.0,91.0,100.0,59.0,323.0,18.0,65.0,3.0,373.0,1.0,12.0,4.0,19.0,Matches,SPAL
2474,Alberto Paloschi,it ITA,FW,29.0,6.9,67.0,59.0,8.0,0.0,0.0,21.0,0.0,4,0.0,0.0,0.0,0.0,40.0,17.0,10.0,8.0,49.0,8.0,0.0,1.0,50.0,0.0,0.0,1.0,2.0,Matches,SPAL
2475,Lucas Castro,ar ARG,MF,30.0,4.7,213.0,211.0,2.0,2.0,0.0,37.0,4.0,5,0.0,0.0,0.0,0.0,135.0,37.0,41.0,16.0,184.0,6.0,0.0,2.0,166.0,0.0,2.0,3.0,5.0,Matches,SPAL
2476,Mohamed Fares,dz ALG,"DF,MF",23.0,4.7,201.0,178.0,23.0,5.0,0.0,21.0,8.0,9,1.0,0.0,1.0,0.0,127.0,43.0,31.0,151.0,24.0,7.0,17.0,0.0,138.0,0.0,5.0,4.0,15.0,Matches,SPAL
2477,Alberto Cerri,it ITA,FW,23.0,4.7,144.0,136.0,8.0,0.0,1.0,48.0,3.0,2,0.0,0.0,0.0,0.0,85.0,39.0,20.0,13.0,97.0,10.0,0.0,10.0,94.0,0.0,4.0,1.0,5.0,Matches,SPAL
2478,Georgi Tunjov,ee EST,MF,18.0,4.2,107.0,95.0,12.0,6.0,0.0,17.0,4.0,10,6.0,0.0,3.0,3.0,66.0,11.0,30.0,70.0,27.0,5.0,0.0,0.0,77.0,0.0,4.0,1.0,5.0,Matches,SPAL
2479,Bartosz Salamon,pl POL,DF,28.0,4.1,147.0,142.0,5.0,5.0,0.0,12.0,4.0,1,0.0,0.0,0.0,0.0,97.0,14.0,36.0,19.0,113.0,9.0,0.0,0.0,132.0,0.0,1.0,0.0,0.0,Matches,SPAL
2480,Marko Janković,me MNE,"MF,DF",24.0,2.9,59.0,55.0,4.0,2.0,0.0,13.0,0.0,9,1.0,1.0,0.0,0.0,38.0,10.0,11.0,48.0,8.0,1.0,1.0,1.0,45.0,0.0,0.0,0.0,4.0,Matches,SPAL
2481,Gabriele Moncini,it ITA,"FW,MF",23.0,2.5,19.0,16.0,3.0,0.0,0.0,7.0,0.0,0,0.0,0.0,0.0,0.0,9.0,5.0,5.0,1.0,10.0,3.0,1.0,0.0,14.0,0.0,1.0,0.0,1.0,Matches,SPAL
2482,Ervin Zukanović,ba BIH,DF,32.0,2.3,126.0,126.0,0.0,0.0,0.0,14.0,1.0,0,0.0,0.0,0.0,0.0,93.0,22.0,11.0,100.0,18.0,5.0,0.0,0.0,112.0,0.0,1.0,1.0,3.0,Matches,SPAL
2483,Demba Thiam,sn SEN,GK,21.0,2.0,71.0,37.0,34.0,7.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0,43.0,7.0,21.0,0.0,55.0,1.0,0.0,13.0,54.0,0.0,1.0,0.0,0.0,Matches,SPAL
2484,Jakub Iskra,pl POL,DF,16.0,0.9,50.0,47.0,3.0,0.0,0.0,4.0,0.0,2,0.0,0.0,0.0,0.0,34.0,8.0,8.0,2.0,42.0,3.0,3.0,0.0,43.0,0.0,0.0,1.0,1.0,Matches,SPAL
2485,Jaume Cuéllar,bo BOL,"FW,MF",17.0,0.8,16.0,15.0,1.0,0.0,0.0,6.0,1.0,0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,5.0,11.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,Matches,SPAL
2486,Krisztofer Horváth,hu HUN,"FW,DF",17.0,0.5,16.0,12.0,4.0,0.0,0.0,8.0,3.0,0,2.0,1.0,0.0,0.0,11.0,1.0,4.0,2.0,14.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,Matches,SPAL
2487,Federico Zanchetta,it ITA,MF,17.0,0.1,,,,,,,,0,,,,,,,,,,,,,,,,,,Matches,SPAL
2488,Altin Kryeziu,xk KVX,MF,17.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,Matches,SPAL
2489,Matz Sels,be BEL,GK,27.0,29.0,849.0,582.0,267.0,64.0,1.0,99.0,29.0,0,0.0,0.0,0.0,0.0,347.0,54.0,448.0,52.0,619.0,0.0,0.0,127.0,575.0,2.0,22.0,3.0,1.0,Matches,strasbourg
2490,Stefan Mitrović,rs SRB,DF,29.0,26.8,940.0,911.0,29.0,28.0,0.0,111.0,38.0,0,0.0,0.0,0.0,0.0,745.0,71.0,124.0,372.0,504.0,38.0,1.0,4.0,852.0,0.0,15.0,7.0,4.0,Matches,strasbourg
2491,Kenny Lala,fr FRA,DF,27.0,26.2,1348.0,1035.0,313.0,50.0,1.0,229.0,83.0,87,39.0,10.0,22.0,0.0,672.0,268.0,408.0,152.0,935.0,22.0,224.0,4.0,1011.0,2.0,27.0,23.0,49.0,Matches,strasbourg
2492,Alexander Djiku,gh GHA,"DF,MF",24.0,25.8,1198.0,1167.0,31.0,26.0,0.0,151.0,53.0,6,0.0,0.0,0.0,0.0,883.0,128.0,187.0,182.0,931.0,50.0,5.0,4.0,1066.0,3.0,19.0,9.0,8.0,Matches,strasbourg
2493,Ludovic Ajorque,re REU,FW,25.0,25.5,509.0,486.0,23.0,0.0,2.0,170.0,11.0,18,0.0,0.0,0.0,0.0,260.0,155.0,94.0,254.0,113.0,48.0,3.0,7.0,371.0,5.0,11.0,13.0,12.0,Matches,strasbourg
2494,Adrien Thomasson,fr FRA,MF,25.0,24.9,950.0,896.0,54.0,17.0,2.0,259.0,16.0,54,4.0,1.0,1.0,1.0,625.0,202.0,123.0,139.0,745.0,31.0,13.0,13.0,736.0,4.0,10.0,26.0,38.0,Matches,strasbourg
2495,Ibrahima Sissoko,fr FRA,MF,21.0,22.0,667.0,651.0,16.0,8.0,0.0,181.0,22.0,16,0.0,0.0,0.0,0.0,455.0,113.0,99.0,92.0,516.0,24.0,7.0,3.0,554.0,1.0,15.0,10.0,20.0,Matches,strasbourg
2496,Jean-Ricner Bellegarde,fr FRA,MF,21.0,19.7,700.0,669.0,31.0,18.0,1.0,130.0,32.0,21,11.0,2.0,5.0,2.0,499.0,99.0,102.0,136.0,523.0,31.0,2.0,5.0,604.0,1.0,12.0,9.0,14.0,Matches,strasbourg
2497,Lamine Koné,ci CIV,DF,30.0,19.7,736.0,704.0,32.0,28.0,0.0,111.0,38.0,4,0.0,0.0,0.0,0.0,525.0,74.0,137.0,123.0,552.0,34.0,4.0,7.0,602.0,1.0,21.0,7.0,15.0,Matches,strasbourg
2498,Dimitri Liénard,fr FRA,MF,31.0,18.9,1038.0,917.0,121.0,44.0,1.0,192.0,100.0,57,69.0,27.0,29.0,4.0,597.0,146.0,295.0,861.0,135.0,26.0,8.0,1.0,810.0,3.0,27.0,11.0,16.0,Matches,strasbourg
2499,Lionel Carole,fr FRA,DF,28.0,18.0,797.0,673.0,124.0,15.0,1.0,125.0,26.0,47,0.0,0.0,0.0,0.0,449.0,165.0,183.0,577.0,73.0,22.0,109.0,2.0,623.0,2.0,14.0,13.0,30.0,Matches,strasbourg
2500,Mohamed Simakan,fr FRA,DF,19.0,16.9,860.0,745.0,115.0,14.0,0.0,123.0,33.0,20,0.0,0.0,0.0,0.0,517.0,143.0,200.0,76.0,623.0,34.0,101.0,4.0,689.0,1.0,15.0,16.0,22.0,Matches,strasbourg
2501,Youssouf Fofana,fr FRA,MF,20.0,13.8,443.0,442.0,1.0,0.0,1.0,107.0,13.0,7,0.0,0.0,0.0,0.0,334.0,61.0,48.0,77.0,339.0,14.0,1.0,4.0,381.0,0.0,1.0,9.0,10.0,Matches,strasbourg
2502,Lebo Mothiba,za RSA,FW,23.0,11.6,248.0,238.0,10.0,0.0,0.0,69.0,5.0,14,0.0,0.0,0.0,0.0,175.0,42.0,31.0,23.0,185.0,14.0,0.0,5.0,204.0,0.0,7.0,0.0,8.0,Matches,strasbourg
2503,Kévin Zohi,ml MLI,"FW,MF",22.0,10.5,154.0,148.0,6.0,0.0,0.0,30.0,6.0,14,0.0,0.0,0.0,0.0,108.0,25.0,21.0,16.0,125.0,3.0,6.0,2.0,109.0,1.0,4.0,6.0,11.0,Matches,strasbourg
2504,Anthony Caci,fr FRA,DF,22.0,8.0,520.0,435.0,85.0,6.0,3.0,96.0,31.0,20,0.0,0.0,0.0,0.0,275.0,114.0,131.0,149.0,272.0,17.0,79.0,0.0,416.0,2.0,7.0,9.0,14.0,Matches,strasbourg
2505,Abdallah N'dour,sn SEN,DF,25.0,7.3,209.0,178.0,31.0,3.0,0.0,44.0,5.0,24,0.0,0.0,0.0,0.0,99.0,31.0,79.0,148.0,24.0,6.0,28.0,0.0,154.0,0.0,3.0,7.0,8.0,Matches,strasbourg
2506,Nuno da Costa,cv CPV,"FW,MF",28.0,6.9,152.0,150.0,2.0,0.0,1.0,53.0,2.0,7,0.0,0.0,0.0,0.0,89.0,32.0,31.0,22.0,108.0,7.0,1.0,1.0,97.0,0.0,5.0,8.0,12.0,Matches,strasbourg
2507,Benjamin Corgnet,fr FRA,MF,32.0,6.1,80.0,74.0,6.0,0.0,1.0,24.0,3.0,11,2.0,2.0,0.0,0.0,38.0,25.0,17.0,8.0,53.0,8.0,1.0,0.0,45.0,0.0,1.0,1.0,5.0,Matches,strasbourg
2508,Abdul Majeed Waris,gh GHA,FW,27.0,4.8,89.0,87.0,2.0,0.0,1.0,14.0,0.0,4,0.0,0.0,0.0,0.0,63.0,15.0,11.0,7.0,78.0,2.0,1.0,0.0,65.0,0.0,1.0,1.0,4.0,Matches,strasbourg
2509,Bingourou Kamara,sn SEN,GK,22.0,3.3,,,,,,,,0,,,,,,,,,,,,,,,,,,Matches,strasbourg
2510,Ismael Aaneba,fr FRA,MF,20.0,3.0,,,,,,,,1,,,,,,,,,,,,,,,,,,Matches,strasbourg
2511,Jonas Martin,fr FRA,MF,29.0,2.7,192.0,171.0,21.0,18.0,0.0,34.0,11.0,5,2.0,1.0,0.0,0.0,152.0,18.0,22.0,28.0,157.0,3.0,1.0,1.0,170.0,0.0,1.0,2.0,1.0,Matches,strasbourg
2512,Adrien Lebeau,fr FRA,MF,20.0,1.7,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,Matches,strasbourg
2513,Sanjin Prcić,ba BIH,MF,25.0,1.1,58.0,54.0,4.0,3.0,0.0,19.0,5.0,0,0.0,0.0,0.0,0.0,37.0,11.0,10.0,7.0,47.0,4.0,0.0,0.0,55.0,0.0,0.0,0.0,1.0,Matches,strasbourg
2514,Jérémy Grimm,fr FRA,FW,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,strasbourg
2515,Mootaz Zemzemi,tn TUN,MF,19.0,0.3,14.0,14.0,0.0,0.0,0.0,1.0,3.0,0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,12.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,Matches,strasbourg
2516,Salvatore Sirigu,it ITA,GK,32.0,38.7,1162.0,694.0,468.0,134.0,0.0,91.0,23.0,1,0.0,0.0,0.0,0.0,427.0,80.0,655.0,84.0,879.0,0.0,0.0,114.0,820.0,3.0,27.0,2.0,6.0,Matches,Torino
2517,Andrea Belotti,it ITA,FW,25.0,36.1,750.0,698.0,52.0,4.0,3.0,234.0,18.0,52,0.0,0.0,0.0,0.0,463.0,158.0,129.0,118.0,508.0,36.0,1.0,4.0,502.0,0.0,20.0,16.0,66.0,Matches,Torino
2518,Tomás Rincón,ve VEN,MF,31.0,31.7,1303.0,1207.0,96.0,58.0,1.0,232.0,58.0,25,1.0,0.0,1.0,0.0,820.0,191.0,292.0,155.0,1006.0,51.0,37.0,6.0,1071.0,5.0,29.0,13.0,21.0,Matches,Torino
2519,Nicolas Nkoulou,cm CMR,DF,29.0,31.5,1139.0,1087.0,52.0,50.0,0.0,108.0,31.0,0,0.0,0.0,0.0,0.0,864.0,134.0,141.0,152.0,924.0,35.0,2.0,3.0,1021.0,5.0,8.0,9.0,6.0,Matches,Torino
2520,Armando Izzo,it ITA,DF,27.0,31.2,1376.0,1302.0,74.0,63.0,0.0,172.0,42.0,15,0.0,0.0,0.0,0.0,862.0,134.0,380.0,304.0,956.0,76.0,11.0,4.0,1102.0,5.0,30.0,22.0,19.0,Matches,Torino
2521,Gleison Bremer,br BRA,DF,22.0,27.5,1125.0,1088.0,37.0,31.0,0.0,165.0,52.0,0,1.0,0.0,0.0,0.0,804.0,113.0,208.0,267.0,772.0,47.0,5.0,5.0,921.0,0.0,28.0,17.0,19.0,Matches,Torino
2522,Lorenzo De Silvestri,it ITA,DF,31.0,27.1,959.0,777.0,182.0,9.0,0.0,124.0,22.0,70,0.0,0.0,0.0,0.0,444.0,196.0,319.0,81.0,604.0,61.0,173.0,0.0,693.0,4.0,9.0,15.0,46.0,Matches,Torino
2523,Soualiho Meïté,fr FRA,MF,25.0,25.6,936.0,912.0,24.0,13.0,1.0,184.0,39.0,15,3.0,0.0,0.0,0.0,637.0,130.0,169.0,193.0,637.0,46.0,2.0,6.0,769.0,7.0,16.0,14.0,22.0,Matches,Torino
2524,Ola Aina,ng NGA,DF,22.0,24.9,1160.0,922.0,238.0,13.0,2.0,146.0,33.0,75,4.0,0.0,0.0,0.0,641.0,234.0,285.0,251.0,628.0,48.0,221.0,3.0,863.0,6.0,31.0,28.0,36.0,Matches,Torino
2525,Simone Verdi,it ITA,"MF,FW",27.0,24.4,904.0,755.0,149.0,43.0,2.0,172.0,77.0,86,78.0,28.0,16.0,6.0,517.0,151.0,236.0,390.0,483.0,10.0,7.0,4.0,639.0,4.0,21.0,20.0,35.0,Matches,Torino
2526,Saša Lukić,rs SRB,MF,22.0,22.9,843.0,795.0,48.0,32.0,1.0,143.0,24.0,13,9.0,4.0,2.0,0.0,641.0,94.0,108.0,102.0,680.0,40.0,3.0,4.0,728.0,3.0,6.0,12.0,23.0,Matches,Torino
2527,Álex Berenguer,es ESP,"MF,FW",24.0,22.6,791.0,694.0,97.0,25.0,10.0,132.0,24.0,49,28.0,7.0,7.0,0.0,495.0,146.0,150.0,87.0,624.0,24.0,42.0,1.0,587.0,0.0,14.0,15.0,35.0,Matches,Torino
2528,Cristian Ansaldi,ar ARG,"DF,MF",32.0,19.6,825.0,670.0,155.0,18.0,0.0,135.0,78.0,123,8.0,1.0,2.0,1.0,345.0,158.0,322.0,275.0,393.0,16.0,129.0,2.0,582.0,2.0,26.0,11.0,35.0,Matches,Torino
2529,Simone Zaza,it ITA,FW,28.0,19.2,331.0,306.0,25.0,4.0,1.0,106.0,11.0,10,0.0,0.0,0.0,0.0,168.0,96.0,67.0,203.0,54.0,19.0,1.0,21.0,213.0,4.0,9.0,8.0,20.0,Matches,Torino
2530,Daniele Baselli,it ITA,MF,27.0,14.2,724.0,626.0,98.0,59.0,0.0,111.0,40.0,41,30.0,1.0,4.0,3.0,443.0,106.0,175.0,74.0,604.0,32.0,6.0,2.0,584.0,2.0,15.0,11.0,7.0,Matches,Torino
2531,Lyanco,br BRA,DF,22.0,13.2,649.0,623.0,26.0,25.0,1.0,82.0,33.0,4,0.0,0.0,0.0,0.0,487.0,49.0,113.0,56.0,566.0,17.0,1.0,1.0,552.0,1.0,10.0,8.0,10.0,Matches,Torino
2532,Koffi Djidji,ci CIV,DF,26.0,11.2,395.0,380.0,15.0,11.0,0.0,30.0,8.0,0,0.0,0.0,0.0,0.0,295.0,31.0,69.0,26.0,336.0,22.0,4.0,1.0,346.0,2.0,10.0,1.0,3.0,Matches,Torino
2533,Diego Laxalt,uy URU,"DF,MF",26.0,8.1,297.0,244.0,53.0,3.0,0.0,55.0,2.0,18,2.0,0.0,0.0,0.0,161.0,47.0,89.0,210.0,25.0,10.0,48.0,0.0,214.0,1.0,12.0,4.0,12.0,Matches,Torino
2534,Simone Edera,it ITA,"MF,FW",22.0,4.4,130.0,113.0,17.0,5.0,0.0,19.0,8.0,3,6.0,3.0,3.0,0.0,87.0,24.0,19.0,107.0,13.0,2.0,5.0,0.0,102.0,0.0,1.0,8.0,5.0,Matches,Torino
2535,Kevin Bonifazi,it ITA,DF,23.0,3.9,88.0,85.0,3.0,3.0,0.0,10.0,3.0,0,0.0,0.0,0.0,0.0,63.0,12.0,13.0,23.0,59.0,4.0,0.0,0.0,76.0,0.0,0.0,1.0,1.0,Matches,Torino
2536,Vincenzo Millico,it ITA,"MF,FW",18.0,3.1,85.0,74.0,11.0,4.0,0.0,12.0,13.0,20,7.0,3.0,1.0,0.0,42.0,17.0,26.0,11.0,73.0,1.0,0.0,0.0,60.0,0.0,1.0,2.0,5.0,Matches,Torino
2537,Wilfried Singo,ci CIV,DF,18.0,1.5,70.0,62.0,8.0,0.0,0.0,13.0,4.0,8,0.0,0.0,0.0,0.0,35.0,19.0,16.0,6.0,48.0,4.0,8.0,1.0,53.0,1.0,3.0,1.0,1.0,Matches,Torino
2538,Iago Falque,es ESP,"MF,FW",29.0,1.1,64.0,60.0,4.0,1.0,0.0,16.0,1.0,2,2.0,1.0,0.0,0.0,45.0,9.0,10.0,55.0,5.0,3.0,1.0,0.0,54.0,0.0,0.0,0.0,4.0,Matches,Torino
2539,Samir Ujkani,xk KVX,GK,31.0,1.0,52.0,38.0,14.0,5.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,33.0,5.0,14.0,5.0,45.0,0.0,0.0,2.0,44.0,0.0,4.0,0.0,0.0,Matches,Torino
2540,Antonio Rosati,it ITA,GK,36.0,1.0,37.0,21.0,16.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,1.0,21.0,2.0,29.0,0.0,0.0,6.0,27.0,1.0,0.0,0.0,1.0,Matches,Torino
2541,Michel Ndary Adopo,fr FRA,DF,19.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Matches,Torino
2542,Christian Celesia,it ITA,DF,17.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Torino
2543,Toby Alderweireld,be BEL,DF,30.0,41.9,2227.0,2139.0,88.0,78.0,7.0,245.0,72.0,8,0.0,0.0,0.0,0.0,1491.0,203.0,533.0,406.0,1651.0,114.0,10.0,7.0,1854.0,10.0,43.0,10.0,13.0,Matches,Tottenham
2544,Serge Aurier,ci CIV,DF,26.0,39.3,1923.0,1606.0,317.0,17.0,4.0,327.0,22.0,132,0.0,0.0,0.0,0.0,1082.0,476.0,365.0,207.0,1254.0,109.0,300.0,5.0,1476.0,3.0,31.0,41.0,76.0,Matches,Tottenham
2545,Davinson Sánchez,co COL,DF,23.0,36.7,1870.0,1805.0,65.0,40.0,0.0,271.0,53.0,4,0.0,0.0,0.0,0.0,1441.0,192.0,237.0,245.0,1475.0,83.0,25.0,5.0,1631.0,2.0,22.0,15.0,22.0,Matches,Tottenham
2546,Son Heung-min,kr KOR,FW,27.0,35.5,1019.0,934.0,85.0,12.0,8.0,231.0,36.0,47,47.0,20.0,14.0,7.0,737.0,164.0,118.0,134.0,827.0,28.0,17.0,5.0,814.0,1.0,16.0,22.0,47.0,Matches,Tottenham
2547,Lucas Moura,br BRA,"FW,MF",26.0,35.1,909.0,885.0,24.0,6.0,6.0,258.0,7.0,38,4.0,2.0,1.0,0.0,593.0,178.0,138.0,88.0,726.0,40.0,6.0,5.0,664.0,4.0,9.0,24.0,46.0,Matches,Tottenham
2548,Harry Winks,eng ENG,MF,23.0,34.1,1982.0,1896.0,86.0,50.0,5.0,295.0,55.0,21,9.0,3.0,4.0,1.0,1536.0,205.0,241.0,250.0,1654.0,58.0,6.0,5.0,1745.0,3.0,22.0,29.0,17.0,Matches,Tottenham
2549,Harry Kane,eng ENG,FW,26.0,33.7,700.0,663.0,37.0,5.0,8.0,222.0,23.0,29,0.0,0.0,0.0,0.0,382.0,188.0,130.0,78.0,514.0,33.0,8.0,12.0,473.0,2.0,17.0,22.0,39.0,Matches,Tottenham
2550,Moussa Sissoko,fr FRA,"MF,FW",29.0,31.9,1530.0,1460.0,70.0,22.0,2.0,245.0,27.0,22,0.0,0.0,0.0,0.0,1167.0,205.0,158.0,158.0,1231.0,52.0,48.0,15.0,1328.0,3.0,17.0,28.0,28.0,Matches,Tottenham
2551,Dele Alli,eng ENG,"MF,FW",23.0,31.0,1028.0,951.0,77.0,16.0,9.0,269.0,11.0,13,5.0,0.0,0.0,1.0,764.0,164.0,100.0,50.0,896.0,37.0,19.0,8.0,803.0,6.0,12.0,28.0,40.0,Matches,Tottenham
2552,Hugo Lloris,fr FRA,GK,32.0,26.1,659.0,439.0,220.0,45.0,0.0,57.0,15.0,0,0.0,0.0,0.0,0.0,285.0,42.0,332.0,380.0,137.0,0.0,0.0,93.0,466.0,2.0,11.0,1.0,1.0,Matches,Tottenham
2553,Paulo Gazzaniga,ar ARG,GK,27.0,25.3,646.0,427.0,219.0,38.0,1.0,72.0,13.0,0,0.0,0.0,0.0,0.0,287.0,19.0,340.0,24.0,492.0,0.0,0.0,76.0,409.0,2.0,17.0,0.0,2.0,Matches,Tottenham
2554,Jan Vertonghen,be BEL,DF,32.0,25.0,1303.0,1196.0,107.0,40.0,0.0,190.0,31.0,17,0.0,0.0,0.0,0.0,922.0,160.0,221.0,849.0,303.0,51.0,67.0,2.0,1101.0,1.0,10.0,17.0,24.0,Matches,Tottenham
2555,Eric Dier,eng ENG,"DF,MF",25.0,24.0,1094.0,1072.0,22.0,21.0,0.0,166.0,37.0,10,0.0,0.0,0.0,0.0,765.0,122.0,207.0,143.0,829.0,67.0,1.0,3.0,897.0,4.0,18.0,17.0,12.0,Matches,Tottenham
2556,Giovani Lo Celso,ar ARG,"MF,FW",23.0,24.0,1243.0,1132.0,111.0,51.0,4.0,230.0,52.0,40,53.0,22.0,12.0,11.0,858.0,192.0,193.0,1054.0,135.0,25.0,7.0,11.0,1015.0,5.0,11.0,22.0,29.0,Matches,Tottenham
2557,Ben Davies,wal WAL,DF,26.0,20.2,1147.0,957.0,190.0,17.0,2.0,148.0,12.0,42,1.0,0.0,1.0,0.0,687.0,221.0,239.0,800.0,95.0,50.0,172.0,3.0,889.0,3.0,14.0,29.0,37.0,Matches,Tottenham
2558,Érik Lamela,ar ARG,"MF,FW",27.0,18.9,693.0,633.0,60.0,10.0,2.0,163.0,24.0,19,44.0,29.0,10.0,1.0,509.0,89.0,95.0,606.0,65.0,14.0,1.0,7.0,555.0,2.0,7.0,17.0,25.0,Matches,Tottenham
2559,Christian Eriksen,dk DEN,MF,27.0,18.1,931.0,831.0,100.0,34.0,6.0,159.0,44.0,51,52.0,21.0,18.0,6.0,591.0,140.0,200.0,221.0,666.0,26.0,10.0,4.0,687.0,6.0,12.0,24.0,29.0,Matches,Tottenham
2560,Tanguy Ndombele,fr FRA,MF,22.0,16.1,870.0,838.0,32.0,20.0,4.0,189.0,18.0,11,11.0,1.0,3.0,2.0,715.0,83.0,72.0,82.0,765.0,13.0,1.0,2.0,741.0,4.0,11.0,15.0,23.0,Matches,Tottenham
2561,Danny Rose,eng ENG,DF,29.0,13.9,788.0,659.0,129.0,24.0,0.0,111.0,5.0,35,1.0,0.0,1.0,0.0,481.0,131.0,176.0,557.0,97.0,22.0,104.0,1.0,609.0,5.0,6.0,18.0,26.0,Matches,Tottenham
2562,Japhet Tanganga,eng ENG,DF,20.0,10.6,266.0,226.0,40.0,6.0,0.0,44.0,5.0,3,0.0,0.0,0.0,0.0,165.0,59.0,42.0,26.0,178.0,13.0,34.0,1.0,219.0,0.0,5.0,4.0,11.0,Matches,Tottenham
2563,Steven Bergwijn,nl NED,"MF,FW",21.0,9.4,283.0,270.0,13.0,4.0,0.0,80.0,2.0,9,3.0,2.0,0.0,0.0,195.0,56.0,32.0,12.0,243.0,12.0,3.0,5.0,245.0,0.0,6.0,2.0,4.0,Matches,Tottenham
