,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club
148,Jacob Ramsey,eng ENG,MF,18.0,0.2,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Aston Villa
149,Cameron Archer,eng ENG,FW,18.0,0.1,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Aston Villa
150,Pierluigi Gollini,it ITA,GK,24.0,40.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Atalanta
151,Papu Gómez,ar ARG,"FW,MF",31.0,39.8,8,112,49,43.8,2.81,1.23,0.07,0.16,18.9,3.0,0,0,10.5,10.5,0.09,-2.5,-2.5,Matches,Atalanta
152,Marten de Roon,nl NED,MF,28.0,39.7,2,37,6,16.2,0.93,0.15,0.05,0.33,22.5,0.0,0,0,1.9,1.9,0.05,0.1,0.1,Matches,Atalanta
153,Berat Djimsiti,al ALB,DF,26.0,37.6,2,29,3,10.3,0.77,0.08,0.07,0.67,9.0,0.0,0,0,2.3,2.3,0.08,-0.3,-0.3,Matches,Atalanta
154,Robin Gosens,de GER,DF,25.0,37.4,10,62,21,33.9,1.66,0.56,0.16,0.48,14.1,0.0,0,0,6.5,6.5,0.11,3.5,3.5,Matches,Atalanta
155,Rafael Tolói,it ITA,DF,28.0,36.0,2,31,12,38.7,0.86,0.33,0.06,0.17,13.1,0.0,0,0,2.8,2.8,0.09,-0.8,-0.8,Matches,Atalanta
156,Mario Pašalić,hr CRO,"MF,FW",24.0,35.5,12,79,24,30.4,2.22,0.68,0.15,0.5,11.5,0.0,0,0,13.1,13.0,0.17,-1.1,-1.0,Matches,Atalanta
157,José Luis Palomino,ar ARG,DF,29.0,34.1,2,16,3,18.8,0.47,0.09,0.13,0.67,10.6,0.0,0,0,2.4,2.4,0.15,-0.4,-0.4,Matches,Atalanta
158,Remo Freuler,ch SUI,MF,27.0,33.9,3,25,9,36.0,0.74,0.27,0.12,0.33,17.5,0.0,0,0,2.3,2.3,0.1,0.7,0.7,Matches,Atalanta
159,Hans Hateboer,nl NED,DF,25.0,33.7,2,26,6,23.1,0.77,0.18,0.08,0.33,11.9,0.0,0,0,3.0,3.0,0.11,-1.0,-1.0,Matches,Atalanta
160,Duván Zapata,co COL,FW,28.0,26.1,19,96,39,40.6,3.68,1.49,0.19,0.46,12.0,0.0,1,1,15.8,15.1,0.16,3.2,2.9,Matches,Atalanta
161,Josip Iličić,si SVN,FW,31.0,24.7,21,94,43,45.7,3.81,1.74,0.2,0.44,18.5,6.0,2,3,12.4,10.1,0.11,7.6,7.9,Matches,Atalanta
162,Timothy Castagne,be BEL,DF,23.0,24.0,2,21,6,28.6,0.87,0.25,0.1,0.33,12.0,0.0,0,0,2.8,2.8,0.18,-0.8,-0.8,Matches,Atalanta
163,Ruslan Malinovskyi,ua UKR,"MF,FW",26.0,21.0,9,89,29,32.6,4.24,1.38,0.09,0.28,23.9,13.0,1,2,5.7,4.2,0.05,3.3,3.8,Matches,Atalanta
164,Luis Muriel,co COL,FW,28.0,17.4,19,85,40,47.1,4.87,2.29,0.14,0.3,19.7,12.0,7,8,15.2,9.2,0.11,3.8,2.8,Matches,Atalanta
165,Mattia Caldara,it ITA,DF,25.0,14.3,0,5,0,0.0,0.35,0.0,0.0,,9.8,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,Atalanta
166,Andrea Masiello,it ITA,DF,33.0,9.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Atalanta
167,Marco Sportiello,it ITA,GK,27.0,7.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Atalanta
168,Simon Kjær,dk DEN,DF,30.0,4.2,0,2,1,50.0,0.47,0.24,0.0,0.0,7.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Atalanta
169,Bosko Sutalo,hr CRO,DF,19.0,3.1,0,1,0,0.0,0.32,0.0,0.0,,5.8,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Atalanta
170,Adrien Tameze,cm CMR,MF,25.0,2.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Atalanta
171,Musa Barrow,gm GAM,FW,20.0,2.1,0,10,4,40.0,4.66,1.87,0.0,0.0,15.4,0.0,0,1,1.8,1.0,0.1,-1.8,-1.0,Matches,Atalanta
172,Ebrima Colley,gm GAM,FW,19.0,0.9,0,5,2,40.0,5.49,2.2,0.0,0.0,17.9,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,Atalanta
173,Guilherme Arana,br BRA,"DF,MF",22.0,0.9,0,1,0,0.0,1.13,0.0,0.0,,15.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Atalanta
174,Amad Diallo,ci CIV,FW,17.0,0.3,1,1,1,100.0,3.33,3.33,1.0,1.0,20.2,0.0,0,0,0.1,0.1,0.11,0.9,0.9,Matches,Atalanta
175,Roger Ibanez,br BRA,DF,20.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Atalanta
176,Raoul Bellanova,it ITA,MF,19.0,0.2,0,2,0,0.0,10.0,0.0,0.0,,18.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Atalanta
177,Lennart-Marten Czyborra,de GER,DF,20.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Atalanta
178,Roberto Piccoli,it ITA,FW,18.0,0.2,0,1,0,0.0,5.29,0.0,0.0,,11.0,0.0,0,0,0.4,0.4,0.35,-0.4,-0.4,Matches,Atalanta
179,Francesco Rossi,it ITA,GK,28.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Atalanta
180,Jacopo Da Riva,it ITA,FW,18.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Atalanta
181,Iñigo Martínez,es ESP,DF,28.0,39.7,1,34,7,20.6,0.86,0.18,0.03,0.14,15.0,4.0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,Athletic club
182,Iñaki Williams,es ESP,FW,25.0,39.0,9,65,28,43.1,1.66,0.72,0.12,0.29,15.2,0.0,1,2,7.3,5.8,0.13,-1.3,-0.8,Matches,Athletic club
183,Raúl García,es ESP,"MF,FW",33.0,38.3,15,95,30,31.6,2.48,0.78,0.08,0.27,18.7,0.0,7,7,10.8,5.4,0.07,4.2,2.6,Matches,Athletic club
184,Dani García,es ESP,MF,29.0,37.7,0,17,0,0.0,0.45,0.0,0.0,,21.5,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,Athletic club
185,Yuri Berchiche,es ESP,DF,29.0,37.5,4,43,11,25.6,1.15,0.29,0.09,0.36,23.7,0.0,0,0,1.4,1.4,0.04,0.6,0.6,Matches,Athletic club
186,Unai Simón,es ESP,GK,22.0,37.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Athletic club
187,Yeray Álvarez,es ESP,DF,24.0,36.6,0,13,2,15.4,0.36,0.05,0.0,0.0,13.9,0.0,0,0,1.2,1.2,0.1,-1.2,-1.2,Matches,Athletic club
188,Ander Capa,es ESP,DF,27.0,36.1,3,21,8,38.1,0.58,0.22,0.14,0.38,21.0,0.0,0,0,1.1,1.1,0.07,1.9,1.9,Matches,Athletic club
189,Iker Muniain,es ESP,"FW,MF",26.0,32.5,6,31,14,45.2,0.95,0.43,0.19,0.43,15.5,1.0,0,0,4.0,4.0,0.14,1.0,1.0,Matches,Athletic club
190,Unai Núñez,es ESP,DF,22.0,21.8,0,11,3,27.3,0.5,0.14,0.0,0.0,11.5,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,Athletic club
191,Unai López,es ESP,MF,23.0,21.6,1,32,11,34.4,1.48,0.51,0.03,0.09,27.1,5.0,0,0,0.8,0.8,0.03,0.2,0.2,Matches,Athletic club
192,Mikel Vesga,es ESP,MF,26.0,18.7,0,18,5,27.8,0.96,0.27,0.0,0.0,20.0,0.0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,Athletic club
193,Iñigo Córdoba,es ESP,FW,22.0,16.9,1,26,8,30.8,1.54,0.47,0.04,0.13,18.3,0.0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches,Athletic club
194,Iñigo Lekue,es ESP,"FW,DF",26.0,9.2,0,6,1,16.7,0.65,0.11,0.0,0.0,18.0,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,Athletic club
195,Oihan Sancet,es ESP,MF,19.0,8.2,1,10,6,60.0,1.21,0.73,0.1,0.17,16.3,0.0,0,0,0.9,0.9,0.1,0.1,0.1,Matches,Athletic club
196,Ibai Gómez,es ESP,FW,29.0,7.7,0,14,5,35.7,1.81,0.65,0.0,0.0,19.7,2.0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches,Athletic club
197,Mikel Balenziaga,es ESP,DF,31.0,7.1,0,3,0,0.0,0.42,0.0,0.0,,28.8,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Athletic club
198,Óscar de Marcos,es ESP,"DF,FW",30.0,7.0,0,1,0,0.0,0.14,0.0,0.0,,16.0,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,Athletic club
199,Asier Villalibre,es ESP,FW,21.0,6.5,3,22,6,27.3,3.37,0.92,0.14,0.5,12.7,0.0,0,0,2.8,2.8,0.16,0.2,0.2,Matches,Athletic club
200,Iago Herrerín,es ESP,GK,31.0,6.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Athletic club
201,Mikel San José,es ESP,MF,30.0,5.2,0,7,1,14.3,1.34,0.19,0.0,0.0,14.0,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,Athletic club
202,Beñat Etxebarria,es ESP,MF,32.0,5.1,0,5,2,40.0,0.98,0.39,0.0,0.0,26.3,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Athletic club
203,Kenan Kodro,ba BIH,"FW,MF",25.0,4.0,1,4,2,50.0,0.99,0.49,0.25,0.5,24.9,1.0,0,0,0.2,0.2,0.05,0.8,0.8,Matches,Athletic club
204,Aritz Aduriz,es ESP,FW,38.0,2.9,1,7,3,42.9,2.44,1.05,0.14,0.33,13.9,0.0,0,1,1.3,0.6,0.1,-0.3,0.4,Matches,Athletic club
205,Larra,es ESP,"FW,MF",21.0,2.8,0,3,1,33.3,1.08,0.36,0.0,0.0,20.5,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Athletic club
206,Unai Vencedor Paris,es ESP,MF,18.0,1.6,0,1,0,0.0,0.64,0.0,0.0,,22.8,1.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,Athletic club
207,Jokin Ezkieta,es ESP,GK,22.0,1.3,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Athletic club
208,Álex Berenguer,es ESP,MF,24.0,0.8,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Athletic club
209,Jan Oblak,si SVN,GK,26.0,49.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,atletico madrid
210,Saúl Ñíguez,es ESP,MF,24.0,47.1,7,63,14,22.2,1.34,0.3,0.08,0.36,19.4,2.0,2,2,5.5,4.0,0.07,1.5,1.0,Matches,atletico madrid
211,Thomas Partey,gh GHA,MF,26.0,39.7,4,50,14,28.0,1.26,0.35,0.08,0.29,27.5,2.0,0,0,2.6,2.6,0.06,1.4,1.4,Matches,atletico madrid
212,Koke,es ESP,MF,27.0,39.1,5,25,11,44.0,0.64,0.28,0.2,0.45,17.4,0.0,0,0,2.4,2.3,0.1,1.6,1.7,Matches,atletico madrid
213,Renan Lodi,br BRA,DF,21.0,36.8,1,23,7,30.4,0.63,0.19,0.04,0.14,21.9,0.0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,atletico madrid
214,Felipe,br BRA,DF,30.0,34.4,2,28,8,28.6,0.81,0.23,0.07,0.25,10.4,0.0,0,0,1.4,1.4,0.06,0.6,0.6,Matches,atletico madrid
215,Ángel Correa,ar ARG,"MF,FW",24.0,31.3,7,57,23,40.4,1.82,0.74,0.12,0.3,15.0,1.0,0,0,7.7,7.7,0.15,-2.7,-2.7,Matches,atletico madrid
216,Álvaro Morata,es ESP,FW,26.0,31.1,16,81,37,45.7,2.61,1.19,0.16,0.35,11.9,0.0,3,4,15.1,12.8,0.17,-0.1,0.2,Matches,atletico madrid
217,Kieran Trippier,eng ENG,DF,28.0,30.3,0,5,0,0.0,0.16,0.0,0.0,,26.4,2.0,0,1,1.0,0.2,0.05,-1.0,-0.2,Matches,atletico madrid
218,Stefan Savić,me MNE,DF,28.0,27.6,1,6,3,50.0,0.22,0.11,0.17,0.33,9.8,0.0,0,0,0.8,0.8,0.14,0.2,0.2,Matches,atletico madrid
219,João Félix,pt POR,"FW,MF",19.0,27.6,9,85,25,29.4,3.08,0.91,0.08,0.28,18.3,2.0,2,2,10.4,8.9,0.11,-1.4,-1.9,Matches,atletico madrid
220,José María Giménez,uy URU,DF,24.0,23.9,0,20,3,15.0,0.84,0.13,0.0,0.0,10.6,0.0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,atletico madrid
221,Diego Costa,es ESP,FW,30.0,20.1,5,38,8,21.1,1.89,0.4,0.08,0.38,12.0,0.0,2,3,7.9,5.6,0.15,-2.9,-2.6,Matches,atletico madrid
222,Marcos Llorente,es ESP,"MF,FW",24.0,19.2,5,18,8,44.4,0.94,0.42,0.28,0.63,18.1,0.0,0,0,2.0,2.0,0.12,3.0,3.0,Matches,atletico madrid
223,Mario Hermoso,es ESP,DF,24.0,18.8,0,3,2,66.7,0.16,0.11,0.0,0.0,28.2,0.0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches,atletico madrid
224,Héctor Herrera,mx MEX,MF,29.0,17.0,1,19,4,21.1,1.12,0.23,0.05,0.25,19.3,0.0,0,0,0.9,0.9,0.05,0.1,0.1,Matches,atletico madrid
225,Vitolo,es ESP,"FW,MF",29.0,16.6,3,24,15,62.5,1.45,0.9,0.13,0.2,13.4,0.0,0,0,2.4,2.4,0.12,0.6,0.6,Matches,atletico madrid
226,Santiago Arias,co COL,DF,27.0,15.5,0,9,2,22.2,0.58,0.13,0.0,0.0,20.7,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,atletico madrid
227,Thomas Lemar,fr FRA,MF,23.0,12.8,0,17,6,35.3,1.32,0.47,0.0,0.0,22.9,4.0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,atletico madrid
228,Yannick Carrasco,be BEL,MF,25.0,8.0,1,21,7,33.3,2.62,0.87,0.05,0.14,19.8,1.0,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches,atletico madrid
229,Šime Vrsaljko,hr CRO,DF,27.0,5.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,atletico madrid
230,Manuel Sánchez,es ESP,DF,18.0,4.9,0,2,0,0.0,0.4,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,atletico madrid
231,Antonio Adán,es ESP,GK,32.0,1.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,atletico madrid
232,Ivan Šaponjić,rs SRB,FW,21.0,0.7,0,4,2,50.0,5.37,2.69,0.0,0.0,8.5,0.0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches,atletico madrid
233,Sergio Camello,es ESP,FW,18.0,0.5,0,1,0,0.0,1.91,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,atletico madrid
234,Rodrigo Riquelme,es ESP,MF,19.0,0.4,0,2,1,50.0,5.63,2.81,0.0,0.0,10.3,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches,atletico madrid
235,Darío Poveda,es ESP,FW,22.0,0.1,0,1,0,0.0,11.25,0.0,0.0,,6.0,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,atletico madrid
236,Toni Moya,es ESP,MF,21.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,atletico madrid
237,Óscar Clemente,es ESP,MF,20.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,atletico madrid
238,Germán Valera,es ESP,FW,17.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,atletico madrid
239,Florian Niederlechner,de GER,"FW,MF",28.0,31.2,13,77,39,50.6,2.47,1.25,0.16,0.31,13.7,1.0,1,2,12.5,11.0,0.15,0.5,1.0,Matches,Augsburg
240,Philipp Max,de GER,DF,25.0,30.1,8,35,12,34.3,1.16,0.4,0.2,0.58,24.9,14.0,1,1,4.0,3.2,0.09,4.0,3.8,Matches,Augsburg
241,Rani Khedira,de GER,MF,25.0,29.7,0,10,0,0.0,0.34,0.0,0.0,,18.7,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,Augsburg
242,Tin Jedvaj,hr CRO,DF,23.0,29.3,2,13,5,38.5,0.44,0.17,0.15,0.4,12.5,0.0,0,0,1.5,1.5,0.11,0.5,0.5,Matches,Augsburg
243,Ruben Vargas,ch SUI,"FW,MF",20.0,28.1,6,60,26,43.3,2.13,0.92,0.1,0.23,16.3,0.0,0,0,6.9,6.9,0.11,-0.9,-0.9,Matches,Augsburg
244,Marco Richter,de GER,"MF,FW",21.0,26.3,4,65,19,29.2,2.47,0.72,0.06,0.21,24.2,5.0,0,0,4.5,4.5,0.07,-0.5,-0.5,Matches,Augsburg
245,Tomáš Koubek,cz CZE,GK,26.0,25.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Augsburg
246,Daniel Baier,de GER,MF,35.0,22.6,1,16,2,12.5,0.71,0.09,0.06,0.5,25.5,0.0,0,0,0.5,0.5,0.03,0.5,0.5,Matches,Augsburg
247,Ohis Felix Uduokhai,de GER,DF,21.0,21.8,0,5,0,0.0,0.23,0.0,0.0,,14.1,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Augsburg
248,Jeffrey Gouweleeuw,nl NED,DF,28.0,18.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Augsburg
249,Stephan Lichtsteiner,ch SUI,DF,35.0,14.9,0,2,0,0.0,0.13,0.0,0.0,,27.0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Augsburg
250,Raphael Framberger,de GER,DF,23.0,13.1,0,1,0,0.0,0.08,0.0,0.0,,14.8,0.0,0,0,0.3,0.3,0.3,-0.3,-0.3,Matches,Augsburg
251,Carlos Gruezo,ec ECU,MF,24.0,10.8,0,7,1,14.3,0.65,0.09,0.0,0.0,25.4,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Augsburg
252,Alfreð Finnbogason,is ISL,FW,30.0,10.7,3,18,7,38.9,1.68,0.65,0.11,0.29,12.3,0.0,1,1,4.3,3.5,0.19,-1.3,-1.5,Matches,Augsburg
253,Andreas Luthe,de GER,GK,32.0,10.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Augsburg
254,André Hahn,de GER,"FW,MF",28.0,8.8,2,18,6,33.3,2.05,0.68,0.06,0.17,15.2,0.0,1,2,2.4,1.6,0.11,-1.4,-0.6,Matches,Augsburg
255,Iago,br BRA,"DF,MF",22.0,7.5,1,2,1,50.0,0.27,0.13,0.5,1.0,9.5,0.0,0,0,0.5,0.5,0.27,0.5,0.5,Matches,Augsburg
256,Eduard Löwen,de GER,"MF,FW",22.0,7.5,2,10,6,60.0,1.34,0.8,0.2,0.33,23.5,3.0,0,0,0.7,0.7,0.07,1.3,1.3,Matches,Augsburg
257,Marek Suchý,cz CZE,DF,31.0,5.4,0,3,1,33.3,0.55,0.18,0.0,0.0,13.7,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Augsburg
258,Fredrik Jensen,fi FIN,"FW,MF",21.0,5.3,1,7,4,57.1,1.31,0.75,0.14,0.25,22.2,0.0,0,0,0.3,0.3,0.06,0.7,0.7,Matches,Augsburg
259,Jan Morávek,cz CZE,MF,29.0,5.3,0,2,0,0.0,0.38,0.0,0.0,,24.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Augsburg
260,Noah Joel Sarenren Bazee,ng NGA,FW,22.0,4.2,1,4,3,75.0,0.94,0.71,0.25,0.33,11.1,0.0,0,0,0.4,0.4,0.11,0.6,0.6,Matches,Augsburg
261,Reece Oxford,eng ENG,MF,20.0,4.2,0,2,0,0.0,0.48,0.0,0.0,,23.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Augsburg
262,Michael Gregoritsch,at AUT,"MF,FW",25.0,4.1,0,6,2,33.3,1.46,0.49,0.0,0.0,15.4,1.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Augsburg
263,Sergio Córdova,ve VEN,"FW,MF",21.0,4.1,2,5,2,40.0,1.23,0.49,0.4,1.0,13.2,0.0,0,0,1.8,1.8,0.35,0.2,0.2,Matches,Augsburg
264,Georg Teigl,at AUT,"DF,MF",28.0,2.2,0,1,0,0.0,0.45,0.0,0.0,,13.0,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,Augsburg
265,Mads Pedersen,dk DEN,DF,22.0,1.8,0,1,0,0.0,0.56,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Augsburg
266,Tim Rieder,de GER,"DF,MF",25.0,1.0,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Augsburg
267,Julian Schieber,de GER,FW,30.0,0.5,0,1,1,100.0,1.87,1.87,0.0,0.0,16.1,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Augsburg
268,Marc-André ter Stegen,de GER,GK,27.0,46.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,barcelona
269,Gerard Piqué,es ESP,DF,32.0,44.2,1,18,7,38.9,0.41,0.16,0.06,0.14,8.0,1.0,0,0,2.5,2.5,0.15,-1.5,-1.5,Matches,barcelona
270,Lionel Messi,ar ARG,FW,32.0,42.4,31,195,84,43.1,4.6,1.98,0.13,0.31,19.7,50.0,5,5,23.0,19.2,0.11,5.0,3.8,Matches,barcelona
271,Antoine Griezmann,fr FRA,"FW,MF",28.0,38.7,15,75,36,48.0,1.94,0.93,0.2,0.42,14.7,0.0,0,0,9.7,9.7,0.15,1.3,1.3,Matches,barcelona
272,Clément Lenglet,fr FRA,DF,24.0,37.9,4,16,6,37.5,0.42,0.16,0.25,0.67,12.9,0.0,0,0,1.2,1.2,0.09,1.8,1.8,Matches,barcelona
273,Sergio Busquets,es ESP,MF,31.0,36.1,2,11,4,36.4,0.3,0.11,0.18,0.5,16.1,0.0,0,0,1.3,1.3,0.12,0.7,0.7,Matches,barcelona
274,Frenkie de Jong,nl NED,MF,22.0,35.8,2,8,6,75.0,0.22,0.17,0.25,0.33,11.9,0.0,0,0,1.1,1.1,0.22,0.9,0.9,Matches,barcelona
275,Sergi Roberto,es ESP,"DF,MF",27.0,33.6,1,10,4,40.0,0.3,0.12,0.1,0.25,13.5,0.0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches,barcelona
276,Nélson Semedo,pt POR,DF,25.0,33.3,1,12,3,25.0,0.36,0.09,0.08,0.33,18.3,0.0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches,barcelona
277,Jordi Alba,es ESP,DF,30.0,31.3,2,9,3,33.3,0.29,0.1,0.22,0.67,17.4,0.0,0,0,1.1,1.1,0.13,0.9,0.9,Matches,barcelona
278,Luis Suárez,uy URU,FW,32.0,29.5,21,102,57,55.9,3.46,1.93,0.19,0.33,15.5,2.0,2,2,18.4,16.9,0.17,2.6,2.1,Matches,barcelona
279,Arturo Vidal,cl CHI,"MF,FW",32.0,25.0,8,31,14,45.2,1.24,0.56,0.26,0.57,12.8,0.0,0,0,4.5,4.5,0.17,3.5,3.5,Matches,barcelona
280,Ivan Rakitić,hr CRO,MF,31.0,23.5,1,38,9,23.7,1.62,0.38,0.03,0.11,21.2,2.0,0,0,2.6,2.6,0.08,-1.6,-1.6,Matches,barcelona
281,Arthur Melo,br BRA,MF,22.0,17.1,4,11,6,54.5,0.64,0.35,0.36,0.67,22.3,0.0,0,0,1.4,1.4,0.14,1.6,1.6,Matches,barcelona
282,Junior Firpo,es ESP,DF,22.0,15.6,1,4,1,25.0,0.26,0.06,0.25,1.0,14.7,0.0,0,0,0.6,0.6,0.14,0.4,0.4,Matches,barcelona
283,Ansu Fati,es ESP,FW,16.0,15.3,8,44,15,34.1,2.87,0.98,0.18,0.53,15.3,0.0,0,0,3.8,3.8,0.11,4.2,4.2,Matches,barcelona
284,Samuel Umtiti,fr FRA,DF,25.0,14.7,0,1,0,0.0,0.07,0.0,0.0,,2.0,0.0,0,0,0.3,0.3,0.3,-0.3,-0.3,Matches,barcelona
285,Carles Pérez,es ESP,FW,21.0,6.9,2,18,8,44.4,2.62,1.17,0.11,0.25,18.6,0.0,0,0,1.4,1.4,0.08,0.6,0.6,Matches,barcelona
286,Riqui Puig,es ESP,MF,19.0,6.4,0,8,4,50.0,1.24,0.62,0.0,0.0,20.1,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,barcelona
287,Ousmane Dembélé,fr FRA,FW,22.0,5.5,1,9,3,33.3,1.64,0.55,0.11,0.33,17.4,0.0,0,0,1.2,1.2,0.14,-0.2,-0.2,Matches,barcelona
288,Neto,br BRA,GK,30.0,5.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,barcelona
289,Martin Braithwaite,dk DEN,"FW,MF",28.0,4.5,1,13,8,61.5,2.87,1.77,0.08,0.13,12.1,0.0,0,0,2.8,2.8,0.21,-1.8,-1.8,Matches,barcelona
290,Carles Aleñá,es ESP,MF,21.0,2.9,0,1,1,100.0,0.34,0.34,0.0,0.0,16.5,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,barcelona
291,Ronald Araújo,uy URU,DF,20.0,2.6,0,1,0,0.0,0.38,0.0,0.0,,5.7,0.0,0,0,0.2,0.2,0.24,-0.2,-0.2,Matches,barcelona
292,Rafinha,br BRA,"FW,MF",26.0,2.1,0,6,1,16.7,2.9,0.48,0.0,0.0,15.8,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,barcelona
293,Moussa Wagué,sn SEN,DF,20.0,2.0,0,2,0,0.0,0.99,0.0,0.0,,24.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,barcelona
294,Jean-Clair Todibo,fr FRA,DF,19.0,1.9,0,1,0,0.0,0.54,0.0,0.0,,26.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,barcelona
295,Monchu,es ESP,MF,19.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,barcelona
296,Álex Collado,es ESP,DF,20.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,barcelona
